,Year,GDP per capita in U.S. dollars
0,2024,12830.13
1,2023,12037.1
2,2022,11254.03
3,2021,10598.52
4,2020,10042.78
5,2019,9654.81
6,2018,9251.21
7,2017,8778.47
8,2016,8530.36
9,2015,8540.39
10,2014,8619.26
11,2013,8882.8
12,2012,8996.56
13,2011,8734.19
14,2010,8858.28
15,2009,8480.99
16,2008,7109.51
17,2007,6086.8
18,2006,5434.25
19,2005,4390.21
20,2004,5473.48
21,2003,5260.89
22,2002,5343.65
23,2001,5163.66
24,2000,5256.62
25,1999,5436.75
26,1998,5474.55
27,1997,5019.86
28,1996,4173.21
29,1995,3614.22
30,1994,3019.67
31,1993,2561.29
32,1992,1937.9
33,1991,1594.75
34,1990,1035.46
35,1989,1002.25
36,1988,1235.08
37,1987,1242.79
38,1986,1073.33
39,1985,1397.48
40,1984,1692.11
