,Year,GDP per capita in U.S. dollars
0,2025*,1323.35
1,2024*,1279.95
2,2023*,1242.6
3,2022*,1157.5
4,2021*,1018.32
5,2020*,924.21
6,2019*,1185.4
7,2018*,1215.15
8,2017*,1223.38
9,2016,1130.72
10,2015,1115.75
11,2014,1330.37
12,2013,1273.88
13,2012,1358.87
14,2011,1431.87
15,2010,1309.59
16,2009,1083.0
17,2008,922.43
18,2007,1001.12
19,2006,870.72
20,2005,851.05
21,2004,794.36
22,2003,637.05
23,2002,441.12
24,2001,403.3
25,2000,487.53
26,1999,501.76
27,1998,511.82
28,1997,555.91
29,1996,527.61
30,1995,552.97
31,1994,517.01
32,1993,500.56
33,1992,513.34
34,1991,460.13
35,1990,411.21
36,1989,350.49
37,1988,346.85
38,1987,313.97
39,1986,251.6
40,1985,224.45
