,Year,GDP per capita in U.S. dollars
0,2024*,31776.2
1,2023*,29886.74
2,2022*,28155.78
3,2021*,26468.05
4,2020*,24802.77
5,2019*,23523.6
6,2018,23330.28
7,2017,20381.01
8,2016,18244.65
9,2015,17531.06
10,2014,20387.09
11,2013,19078.21
12,2012,17431.54
13,2011,17470.84
14,2010,14672.33
15,2009,14771.01
16,2008,18162.46
17,2007,16606.57
18,2006,12613.02
19,2005,10352.25
20,2004,8859.48
21,2003,7186.94
22,2002,5325.04
23,2001,4509.3
24,2000,4084.36
25,1999,4129.79
26,1998,4055.0
27,1997,3623.81
28,1996,3351.76
29,1995,2642.87
30,1994,1662.13
