,Month,Number of cases
0,"Jan 10, 2021",102144
1,"Jan 09, 2021",101913
2,"Jan 08, 2021",101657
3,"Jan 07, 2021",101382
4,"Jan 06, 2021",101120
5,"Jan 05, 2021",100873
6,"Jan 04, 2021",100645
7,"Jan 03, 2021",100408
8,"Jan 02, 2021",100159
9,"Jan 01, 2021",99897
10,"Dec 31, 2020",99610
11,"Dec 30, 2020",99311
12,"Dec 29, 2020",98988
13,"Dec 28, 2020",98631
14,"Dec 27, 2020",98249
15,"Dec 26, 2020",97857
16,"Dec 25, 2020",97441
17,"Dec 24, 2020",97007
18,"Dec 23, 2020",96549
19,"Dec 22, 2020",96069
20,"Dec 21, 2020",95659
21,"Dec 20, 2020",95203
22,"Dec 19, 2020",94781
23,"Dec 18, 2020",94371
24,"Dec 17, 2020",93933
25,"Dec 16, 2020",93507
26,"Dec 15, 2020",93065
27,"Dec 14, 2020",92597
28,"Dec 13, 2020",92102
29,"Dec 12, 2020",91638
30,"Dec 11, 2020",91121
31,"Dec 10, 2020",90579
32,"Dec 09, 2020",90014
33,"Dec 08, 2020",89416
34,"Dec 07, 2020",88825
35,"Dec 06, 2020",88252
36,"Dec 05, 2020",87502
37,"Dec 04, 2020",86730
38,"Dec 03, 2020",85927
39,"Dec 02, 2020",85084
40,"Dec 01, 2020",84152
41,"Nov 30, 2020",83199
42,"Nov 29, 2020",82221
43,"Nov 28, 2020",81212
44,"Nov 27, 2020",80168
45,"Nov 26, 2020",79110
46,"Nov 25, 2020",78025
47,"Nov 24, 2020",77000
48,"Nov 23, 2020",75867
49,"Nov 22, 2020",74862
50,"Nov 21, 2020",73774
51,"Nov 20, 2020",72755
52,"Nov 19, 2020",71652
53,"Nov 18, 2020",70629
54,"Nov 17, 2020",69591
55,"Nov 16, 2020",68589
56,"Nov 15, 2020",67679
57,"Nov 14, 2020",66819
58,"Nov 13, 2020",65975
59,"Nov 12, 2020",65108
60,"Nov 11, 2020",64257
61,"Nov 10, 2020",63446
62,"Nov 9, 2020",62693
63,"Nov 8, 2020",62051
64,"Nov 7, 2020",61381
65,"Nov 6, 2020",60800
66,"Nov 5, 2020",60169
67,"Nov 4, 2020",59527
68,"Nov 3, 2020",58979
69,"Nov 2, 2020",58574
70,"Nov 1, 2020",58272
71,"Oct 31, 2020",57942
72,"Oct 30, 2020",57651
73,"Oct 29, 2020",57332
74,"Oct 28, 2020",57026
75,"Oct 27, 2020",56706
76,"Oct 26, 2020",56419
77,"Oct 25, 2020",56143
78,"Oct 24, 2020",55880
79,"Oct 23, 2020",55630
80,"Oct 22, 2020",55357
81,"Oct 21, 2020",55081
82,"Oct 20, 2020",54829
83,"Oct 19, 2020",54616
84,"Oct 18, 2020",54402
85,"Oct 17, 2020",54203
86,"Oct 16, 2020",53998
87,"Oct 15, 2020",53777
88,"Oct 14, 2020",53584
89,"Oct 13, 2020",53399
90,"Oct 12, 2020",53325
91,"Oct 11, 2020",53072
92,"Oct 10, 2020",52940
93,"Oct 9, 2020",52804
94,"Oct 8, 2020",52658
95,"Oct 7, 2020",52520
96,"Oct 6, 2020",52399
97,"Oct 5, 2020",52270
98,"Oct 4, 2020",52136
99,"Oct 3, 2020",51995
100,"Oct 2, 2020",51847
101,"Oct 1, 2020",51690
102,"Sep 30, 2020",51530
103,"Sep 29, 2020",51368
104,"Sep 28, 2020",51213
105,"Sep 27, 2020",51067
106,"Sep 26, 2020",50914
107,"Sep 25, 2020",50754
108,"Sep 24, 2020",50579
109,"Sep 23, 2020",50400
110,"Sep 22, 2020",50214
111,"Sep 21, 2020",50023
112,"Sep 20, 2020",49826
113,"Sep 19, 2020",49623
114,"Sep 18, 2020",49413
115,"Sep 17, 2020",49194
116,"Sep 16, 2020",48966
117,"Sep 15, 2020",48734
118,"Sep 14, 2020",48496
119,"Sep 13, 2020",48254
120,"Sep 12, 2020",48007
121,"Sep 11, 2020",47752
122,"Sep 10, 2020",47488
123,"Sep 9, 2020",47216
124,"Sep 8, 2020",46938
125,"Sep 7, 2020",46653
126,"Sep 6, 2020",46364
127,"Sep 5, 2020",46071
128,"Sep 4, 2020",45773
129,"Sep 3, 2020",45496
130,"Sep 2, 2020",45158
131,"Sep 1, 2020",44833
132,"Aug 31, 2020",44494
133,"Aug 30, 2020",44146
134,"Aug 29, 2020",43781
135,"Aug 28, 2020",43403
136,"Aug 27, 2020",43016
137,"Aug 26, 2020",42619
138,"Aug 25, 2020",42228
139,"Aug 24, 2020",41858
140,"Aug 23, 2020",41460
141,"Aug 22, 2020",41068
142,"Aug 21, 2020",40667
143,"Aug 20, 2020",40258
144,"Aug 19, 2020",39847
145,"Aug 18, 2020",39444
146,"Aug 17, 2020",39025
147,"Aug 16, 2020",38583
148,"Aug 15, 2020",38133
149,"Aug 14, 2020",37664
150,"Aug 13, 2020",37187
151,"Aug 12, 2020",36699
152,"Aug 11, 2020",36204
153,"Aug 10, 2020",35712
154,"Aug 9, 2020",35160
155,"Aug 8, 2020",34693
156,"Aug 7, 2020",34155
157,"Aug 6, 2020",33626
158,"Aug 5, 2020",33055
159,"Aug 4, 2020",32504
160,"Aug 3, 2020",31972
161,"Aug 2, 2020",31465
162,"Aug 1, 2020",30950
163,"Jul 31, 2020",30394
164,"Jul 30, 2020",29831
165,"Jul 29, 2020",29229
166,"Jul 28, 2020",28615
167,"Jul 27, 2020",27973
168,"Jul 26, 2020",27357
169,"Jul 25, 2020",26764
170,"Jul 24, 2020",26159
171,"Jul 23, 2020",25484
172,"Jul 22, 2020",24872
173,"Jul 21, 2020",24278
174,Jul 20. 2020,23691
175,"Jul 19, 2020",23084
176,"Jul 18, 2020",22549
177,"Jul 17, 2020",21948
178,"Jul 16, 2020",21355
179,"Jul 15, 2020",20770
180,"Jul 14, 2020",20216
181,"Jul 13, 2020",19689
182,"Jul 12, 2020",19195
183,"Jul 11, 2020",18712
184,"Jul 10, 2020",18242
185,"Jul 09, 2020",17808
186,"Jul 08, 2020",17348
187,"Jul 07, 2020",16879
188,"Jul 06, 2020",16404
189,"Jul 05, 2020",15941
190,"Jul 04, 2020",15500
191,"Jul 03, 2020",15070
192,"Jul 02, 2020",14657
193,"Jul 01, 2020",14272
194,"Jun 30, 2020",13907
195,"Jun 29, 2020",13571
196,"Jun 28, 2020",13273
197,"Jun 27, 2020",12968
198,"Jun 26, 2020",12685
199,"Jun 25, 2020",12445
200,"Jun 24, 2020",12248
201,"Jun 23, 2020",12076
202,"Jun 22, 2020",11920
203,"Jun 21, 2020",11771
204,"Jun 20, 2020",11631
205,"Jun 19, 2020",11504
206,"Jun 18, 2020",11385
207,"Jun 17, 2020",11268
208,"Jun 16, 2020",11147
209,"Jun 15, 2020",11031
210,"Jun 14, 2020",10919
211,"Jun 13, 2020",10810
212,"Jun 12, 2020",10698
213,"Jun 11, 2020",10589
214,"Jun 10, 2020",10484
215,"Jun 09, 2020",10382
216,"Jun 08, 2020",10265
217,"Jun 07, 2020",10154
218,"Jun 06, 2020",10050
219,"Jun 05, 2020",9935
220,"Jun 04, 2020",9831
221,"Jun 03, 2020",9733
222,"Jun 02, 2020",9626
223,"Jun 01, 2020",9513
224,"May 31, 2020",9394
225,"May 30, 2020",9267
226,"May 29, 2020",9134
227,"May 28, 2020",8997
228,"May 27, 2020",8857
229,"May 26, 2020",8697
230,"May 25, 2020",8503
231,"May 24, 2020",8306
232,"May 23, 2020",8113
233,"May 22, 2020",7918
234,"May 21, 2020",7728
235,"May 20, 2020",7542
236,"May 19, 2020",7377
237,"May 18, 2020",7201
238,"May 17, 2020",7019
239,"May 16, 2020",6821
240,"May 15, 2020",6629
241,"May 14, 2020",6442
242,"May 13, 2020",6253
243,"May 12, 2020",6067
244,"May 11, 2020",5891
245,"May 10, 2020",5723
246,"May 09, 2020",5558
247,"May 08, 2020",5369
248,"May 07, 2020",5182
249,"May 06, 2020",4997
250,"May 05, 2020",4838
251,"May 04, 2020",4648
252,"May 03, 2020",4474
253,"May 02, 2020",4295
254,"May 01, 2020",4154
255,"Apr 30, 2020",4006
256,"Apr 29, 2020",3848
257,"Apr 28, 2020",3649
258,"Apr 27, 2020",3517
259,"Apr 26, 2020",3382
260,"Apr 25, 2020",3256
261,"Apr 24, 2020",3127
262,"Apr 23, 2020",3007
263,"Apr 22, 2020",2910
264,"Apr 21, 2020",2811
265,"Apr 20, 2020",2718
266,"Apr 19, 2020",2629
267,"Apr 18, 2020",2534
268,"Apr 17, 2020",2418
269,"Apr 16, 2020",2268
270,"Apr 15, 2020",2160
271,"Apr 14, 2020",2070
272,"Apr 13, 2020",1983
273,"Apr 12, 2020",1914
274,"Apr 11, 2020",1825
275,"Apr 10, 2020",1761
276,"Apr 09, 2020",1666
277,"Apr 08, 2020",1572
278,"Apr 07, 2020",1468
279,"Apr 06, 2020",1423
280,"Apr 05, 2020",1320
281,"Apr 04, 2020",1251
282,"Apr 03, 2020",1171
283,"Apr 02, 2020",986
284,"Apr 01, 2020",847
285,"Mar 31, 2020",716
286,"Mar 30, 2020",584
287,"Mar 29, 2020",511
288,"Mar 28, 2020",454
289,"Mar 27, 2020",409
290,"Mar 26, 2020",367
291,"Mar 25, 2020",302
292,"Mar 24, 2020",264
293,"Mar 23, 2020",230
294,"Mar 22, 2020",201
295,"Mar 21, 2020",139
296,"Mar 20, 2020",90
297,"Mar 19, 2020",87
298,"Mar 18, 2020",74
299,"Mar 17, 2020",60
300,"Mar 16, 2020",54
301,"Mar 15, 2020",48
302,"Mar 14, 2020",37
303,"Mar 13, 2020",26
304,"Mar 12, 2020",24
305,"Mar 11, 2020",20
306,"Mar 10, 2020",20
307,"Mar 09, 2020",20
308,"Mar 08, 2020",19
309,"Mar 07, 2020",17
310,"Mar 06, 2020",17
311,"Mar 05, 2020",12
312,"Mar 04, 2020",12
313,"Mar 03, 2020",5
314,"Mar 02, 2020",3
315,"Mar 01, 2020",1
316,"Feb 29, 2020",1
317,"Feb 28, 2020",1
318,"Feb 27, 2020",1
319,"Feb 26, 2020",1
320,"Feb 25, 2020",1
321,"Feb 24, 2020",0
322,"Feb 23, 2020",0
