,Year,GDP per capita in U.S. dollars
0,2025*,4439.12
1,2024*,4344.22
2,2023*,4253.7
3,2022*,4161.55
4,2021*,3967.92
5,2020*,3733.98
6,2019,4497.99
7,2018,4700.93
8,2017,4734.97
9,2016,4696.43
10,2015,4680.26
11,2014,4742.92
12,2013,4599.12
13,2012,4588.8
14,2011,4475.07
15,2010,4316.26
16,2009,4135.73
17,2008,4249.07
18,2007,4143.09
19,2006,4040.72
20,2005,3818.45
21,2004,3743.26
22,2003,3618.47
23,2002,3516.41
24,2001,3388.37
25,2000,3330.96
26,1999,3013.08
27,1998,2888.41
28,1997,2845.15
29,1996,2888.6
30,1995,2863.58
31,1994,2751.79
32,1993,2729.91
33,1992,2603.28
34,1991,2291.93
35,1990,2179.95
36,1989,1976.87
37,1988,1759.22
38,1987,1518.63
39,1986,1332.6
40,1985,1258.66
