,Year,GDP per capita in U.S. dollars
0,2025*,17947.19
1,2024*,17111.94
2,2023*,16241.74
3,2022*,15282.56
4,2021*,14208.69
5,2020*,12612.32
6,2019,14772.11
7,2018,15903.01
8,2017,15037.65
9,2016,13781.4
10,2015,13571.92
11,2014,14643.86
12,2013,15804.36
13,2012,15307.77
14,2011,14610.75
15,2010,12793.55
16,2009,10219.73
17,2008,10749.24
18,2007,10507.89
19,2006,9473.01
20,2005,7600.08
21,2004,6192.91
22,2003,4770.31
23,2002,4443.66
24,2001,4572.85
25,2000,5071.56
26,1999,4952.69
27,1998,5446.61
28,1997,5743.65
29,1996,5349.61
30,1995,5117.72
31,1994,4030.08
32,1993,3547.03
33,1992,3368.29
34,1991,2829.75
35,1990,2503.88
36,1989,2289.46
37,1988,2021.06
38,1987,1743.89
39,1986,1504.44
40,1985,1424.37
