,Month,Number of cases
0,Nov 20,363
1,Nov 19,343
2,Nov 18,313
3,Nov 17,230
4,Nov 16,222
5,Nov 15,208
6,Nov 14,205
7,Nov 13,191
8,Nov 12,143
9,Nov 11,146
10,Nov 10,100
11,Nov 9,126
12,Nov 8,143
13,Nov 7,89
14,Nov 6,145
15,Nov 5,125
16,Nov 4,118
17,Nov 3,75
18,Nov 2,97
19,Nov 1,124
20,Oct 31,127
21,Oct 30,113
22,Oct 29,125
23,Oct 28,103
24,Oct 27,88
25,Oct 26,119
26,Oct 25,61
27,Oct 24,77
28,Oct 23,155
29,Oct 22,121
30,Oct 21,89
31,Oct 20,58
32,Oct 19,76
33,Oct 18,91
34,Oct 17,73
35,Oct 16,47
36,Oct 15,110
37,Oct 14,73
38,Oct 13,102
39,Oct 12,97
40,Oct 11,58
41,Oct 10,72
42,Oct 9,54
43,Oct 8,69
44,Oct 7,114
45,Oct 6,75
46,Oct 5,73
47,Oct 4,64
48,Oct 3,75
49,Oct 2,63
50,Oct 1,77
51,Sep 30,113
52,Sep 29,38
53,Sep 28,50
54,Sep 27,95
55,Sep 26,61
56,Sep 25,114
57,Sep 24,125
58,Sep 23,110
59,Sep 22,61
60,Sep 21,70
61,Sep 20,82
62,Sep 19,110
63,Sep 18,126
64,Sep 17,153
65,Sep 16,113
66,Sep 15,106
67,Sep 14,109
68,Sep 13,121
69,Sep 12,136
70,Sep 11,176
71,Sep 10,155
72,Sep 9,156
73,Sep 8,136
74,Sep 7,119
75,Sep 6,167
76,Sep 5,168
77,Sep 4,198
78,Sep 3,195
79,Sep 2,267
80,Sep 1,235
81,Aug 31,248
82,Aug 30,299
83,Aug 29,323
84,Aug 28,371
85,Aug 27,441
86,Aug 26,320
87,Aug 25,280
88,Aug 24,266
89,Aug 23,397
90,Aug 22,332
91,Aug 21,324
92,Aug 20,288
93,Aug 19,297
94,Aug 18,246
95,Aug 17,197
96,Aug 16,279
97,Aug 15,166
98,Aug 14,103
99,Aug 13,56
100,Aug 12,54
101,Aug 11,34
102,Aug 10,28
103,Aug 9,36
104,Aug 8,43
105,Aug 7,20
106,Aug 6,43
107,Aug 5,33
108,Aug 4,34
109,Aug 3,23
110,Aug 2,30
111,Aug 1,31
112,July 31,36
113,July 30,18
114,July 29,48
115,July 28,28
116,July 27,25
117,July 26,58
118,July 25,113
119,July 24,41
120,July 23,63
121,July 22,45
122,July 21,26
123,July 20,16
124,July 19,34
125,July 18,39
126,July 17,60
127,July 16,61
128,July 15,39
129,July 14,33
130,July 13,62
131,July 12,44
132,July 11,35
133,July 10,45
134,July 9,50
135,July 8,63
136,July 7,44
137,July 6,48
138,July 5,61
139,July 4,63
140,July 3,63
141,July 2,54
142,July 1,51
143,June  30,43
144,June  29,42
145,June  28,62
146,June  27,51
147,June  26,39
148,June 25,28
149,June  24,51
150,June  23,46
151,June  22,17
152,June  21,48
153,June  20,67
154,June 19,49
155,June 18,59
156,June 17,43
157,June 16,34
158,June 15,37
159,June 14,34
160,June 13,48
161,June 12,56
162,June 11,45
163,June 10,50
164,June 9,38
165,June 8,38
166,June 7,57
167,June 6,51
168,June 5,39
169,June 4,39
170,June 3,49
171,June 2,38
172,June 1,35
173,May 31,27
174,May 30,39
175,May 29,58
176,May 28,79
177,May 27,40
178,May 26,19
179,May 25,16
180,May 24,25
181,May 23,23
182,May 22,20
183,May 21,12
184,May 20,32
185,May 19,13
186,May 18,15
187,May 17,13
188,May 16,19
189,May 15,27
190,May 14,29
191,May 13,26
192,May 12,27
193,May 11,35
194,May 10,34
195,May 9,18
196,May 8,12
197,May 7,4
198,May 6,2
199,May 5,3
200,May 4,8
201,May 3,13
202,May 2,6
203,May 1,9
204,Apr 30,4
205,Apr 29,9
206,Apr 28,14
207,Apr 27,10
208,Apr 26,10
209,Apr 25,10
210,Apr 24,6
211,Apr 23,8
212,Apr 22,11
213,Apr 21,9
214,Apr 20,13
215,Apr 19,8
216,Apr 18,18
217,Apr 17,22
218,Apr 16,22
219,Apr 15,27
220,Apr 14,27
221,Apr 13,25
222,Apr 12,32
223,Apr 11,30
224,Apr 10,27
225,Apr 9,39
226,Apr 8,53
227,Apr 7,47
228,Apr 6,47
229,Apr 5,81
230,Apr 4,94
231,Apr 3,86
232,Apr 2,89
233,Apr 1,101
234,Mar 31,125
235,Mar 30,78
236,Mar 29,105
237,Mar 28,146
238,Mar 27,91
239,Mar 26,104
240,Mar 25,100
241,Mar 24,76
242,Mar 23,64
243,Mar 22,98
244,Mar 21,147
245,Mar 20,87
246,Mar 19,152
247,Mar 18,93
248,Mar 17,84
249,Mar 16,74
250,Mar 15,76
251,Mar 14,107
252,Mar 13,110
253,Mar 12,114
254,Mar 11,242
255,Mar 10,131
256,Mar 9,248
257,Mar 8,367
258,Mar 7,483
259,Mar 6,518
260,Mar 5,438
261,Mar 4,516
262,Mar 3,600
263,Mar 2,686
264,Mar 1,595
265,Feb 29,909
266,Feb 28,427
267,Feb 27,449
268,Feb 26,253
269,Feb 25,130
270,Feb 24,207
271,Feb 23,210
272,Feb 22,190
273,Feb 21,74
274,Feb 20,16
275,Feb 19,34
276,Feb 18,2
277,Feb 17,0
278,Feb 16,2
279,Feb 15,0
280,Feb 14,0
281,Feb 13,0
282,Feb 12,0
283,Feb 11,0
284,Feb 10,1
285,Feb 9,3
286,Feb 8,0
287,Feb 7,0
288,Feb 6,3
289,Feb 5,5
290,Feb 4,1
291,Feb 3,0
292,Feb 2,3
293,Feb 1,1
294,Jan 31,4
295,Jan 30,3
296,Jan 29,0
297,Jan 28,0
298,Jan 27,1
299,Jan 26,1
300,Jan 25,0
301,Jan 24,1
302,Jan 23,0
303,Jan 22,0
304,Jan 21,0
305,Jan 20,1
