,Year,GDP per capita in U.S. dollars
0,2024*,31483.8
1,2023*,29870.22
2,2022*,28324.43
3,2021*,26861.07
4,2020*,25525.81
5,2019*,24827.9
6,2018,25007.75
7,2017,24389.68
8,2016,22572.7
9,2015,22373.56
10,2014,22638.92
11,2013,21887.99
12,2012,21269.61
13,2011,20911.64
14,2010,19261.67
15,2009,16959.78
16,2008,18102.95
17,2007,17780.93
18,2006,16984.54
19,2005,16503.31
20,2004,15360.72
21,2003,14094.37
22,2002,13715.53
23,2001,13408.38
24,2000,14876.88
25,1999,13768.27
26,1998,12787.26
27,1997,13968.1
28,1996,13597.25
29,1995,13706.01
30,1994,12108.75
31,1993,11200.81
32,1992,10725.7
33,1991,9092.11
34,1990,8178.15
35,1989,7577.05
36,1988,6337.5
37,1987,5325.22
38,1986,4010.11
39,1985,3295.11
40,1984,3203.47
