,Year,GDP per capita in U.S. dollars
0,2025*,48882.81
1,2024*,47302.92
2,2023*,45294.9
3,2022*,42777.2
4,2021*,40733.02
5,2020*,39047.86
6,2019,40255.94
7,2018,39150.28
8,2017,38398.56
9,2016,38772.33
10,2015,34568.93
11,2014,38156.33
12,2013,40490.16
13,2012,48632.9
14,2011,48168.8
15,2010,44673.61
16,2009,41014.19
17,2008,39453.49
18,2007,35342.48
19,2006,35463.87
20,2005,37223.77
21,2004,37696.72
22,2003,34831.2
23,2002,32300.67
24,2001,33850.88
25,2000,38535.59
26,1999,36039.08
27,1998,31915.74
28,1997,35034.54
29,1996,38450.96
30,1995,43441.33
31,1994,39219.81
32,1993,35698.91
33,1992,31429.62
34,1991,28923.31
35,1990,25379.6
36,1989,24830.99
37,1988,25065.13
38,1987,20755.51
39,1986,17118.39
40,1985,11580.2
