,Month,Number of cases
0,"Mar 3, 2020",7
1,"Mar 4, 2020",14
2,"Mar 5, 2020",5
3,"Mar 6, 2020",28
4,"Mar 7, 2020",10
5,"Mar 8, 2020",6
6,"Mar 9, 2020",18
7,"Mar 10, 2020",12
8,"Mar 11, 2020",20
9,"Mar 12, 2020",9
10,"Mar 13, 2020",39
11,"Mar 14, 2020",41
12,"Mar 15, 2020",190
13,"Mar 16, 2020",125
14,"Mar 17, 2020",120
15,"Mar 18, 2020",117
16,"Mar 19, 2020",110
17,"Mar 20, 2020",130
18,"Mar 21, 2020",153
19,"Mar 22, 2020",123
20,"Mar 23, 2020",212
21,"Mar 24, 2020",106
22,"Mar 25, 2020",172
23,"Mar 26, 2020",235
24,"Mar 27, 2020",130
25,"Mar 28, 2020",159
26,"Mar 29, 2020",150
27,"Mar 30, 2020",156
28,"Mar 31, 2020",140
29,"Apr 1, 2020",142
30,"Apr 2, 2020",208
31,"Apr 3, 2020",217
32,"Apr 4, 2020",150
33,"Apr 5, 2002",179
34,"Apr 6, 2020",131
35,"Apr 7, 2020",170
36,"Apr 8, 2020",156
37,"Apr 9, 2020",109
38,"Apr 10, 2020",118
39,"Apr 11, 2020",184
40,"Apr 12, 2020",153
41,"Apr 13, 2020",134
42,"Apr 14, 2020",170
43,"Apr 15, 2020",85
44,"Apr 16, 2020",110
45,"Apr 17, 2020",69
46,"Apr 18, 2020",54
47,"Apr 19, 2020",84
48,"Apr 20, 2020",36
49,"Apr 21, 2020",57
50,"Apr 22, 2020",50
51,"Apr 23, 2020",71
52,"Apr 24, 2020",88
53,"Apr 25, 2020",51
54,"Apr 26, 2020",38
55,"Apr 27, 2020",40
56,"Apr 28, 2020",31
57,"Apr 29, 2020",94
58,"Apr 30, 2020",57
59,"May 1, 2020",69
60,"May 2, 2020",105
61,"May 3, 2020",122
62,"May 4, 2020",55
63,"May 5, 2020",30
64,"May 6, 2020",45
65,"May 7, 2020",39
66,"May 8, 2020",68
67,"May 9, 2020",54
68,"May 10, 2020",67
69,"May 11, 2020",70
70,"May 12, 2020",16
71,"May 13, 2020",37
72,"May 14, 2020",40
73,"May 15, 2020",36
74,"May 16, 2020",17
75,"May 17, 2020",22
76,"May 18, 2020",47
77,"May 19, 2020",37
78,"May 20, 2020",31
79,"May 21, 2020",50
80,"May 22, 2020",73
81,"May 23, 2020",48
82,"May 24, 2020",60
83,"May 25, 2020",172
84,"May 26, 2020",187
85,"May 27, 2020",15
86,"May 28, 2020",10
87,"May 29, 2020",103
88,"May 30, 2020",30
89,"May 31, 2020",57
90,"Jun 1, 2020",38
91,"Jun 2, 2020",20
92,"Jun 3, 2020",93
93,"Jun 4, 2020",277
94,"Jun 5, 2020",19
95,"Jun 6, 2020",37
96,"Jun 7, 2020",19
