,Year,GDP per capita in U.S. dollars
0,2025*,37249.81
1,2024*,36391.6
2,2023*,35278.14
3,2022*,33604.15
4,2021*,31531.63
5,2020*,30026.74
6,2019*,35664.03
7,2018,34583.83
8,2017,33543.0
9,2016,32390.98
10,2015,32154.95
11,2014,30299.73
12,2013,29836.14
13,2012,30433.06
14,2011,28906.98
15,2010,29303.27
16,2009,29296.5
17,2008,31248.61
18,2007,31894.4
19,2006,30908.21
20,2005,30269.04
21,2004,28239.08
22,2003,28043.47
23,2002,28477.07
24,2001,27060.52
25,2000,26669.44
26,1999,25780.48
27,1998,23300.81
28,1997,21951.77
29,1996,20974.54
30,1995,20271.26
31,1994,19660.93
32,1993,18979.02
33,1992,19417.23
34,1991,19767.72
35,1990,20456.27
36,1989,21814.32
37,1988,19683.62
38,1987,19326.12
39,1986,17850.62
40,1985,16797.77
