,Month,Number of cases
0,"Jan 3, 2021",96802
1,"Dec 5, 2020",87984
2,"Nov 28, 2020",82605
3,"Nov 25, 2020",79322
4,"Nov 19, 2020",74145
5,"Nov 17, 2020",71729
6,"Nov 14, 2020",69273
7,"Nov 10, 2020",64588
8,"Nov 5, 2020",59595
9,"Nov 2, 2020",56601
10,"Oct 28, 2020",51851
11,"Oct 24, 2020",48790
12,"Oct 20, 2020",45647
13,"Oct 14, 2020",42541
14,"Oct 9, 2020",40620
15,"Oct 5, 2020",39449
16,"Sep 30, 2020",38529
17,"Sep 28, 2020",38168
18,"Sep 24, 2020",37489
19,"Sep 20, 2020",36981
20,"Sep 17, 2020",36576
21,"Sep 15, 2020",36301
22,"Sep 13, 2020",36157
23,"Sep 9, 2020",35460
24,"Sep 6, 2020",35103
25,"Sep 3, 2020",34705
26,"Sep 1, 2020",34315
27,"Aug 30, 2020",34057
28,"Aug 27, 2020",33389
29,"Aug 23, 2020",32364
30,"Aug 20, 2020",31441
31,"Aug 17, 2020",30365
32,"Aug 14, 2020",29334
33,"Aug 11, 2020",27425
34,"Aug 3, 2020",22597
35,"Jul 27, 2020",17975
36,"Jul 21, 2020",14168
37,"Jul 14, 2020",10791
38,"Jul 7, 2020",8250
39,"Jun 30, 2020",6366
40,"Jun 23, 2020",4952
41,"Jun 16, 2020",3860
42,"Jun 9, 2020",2989
43,"Jun 02, 2020",2093
44,"May 26, 2020",1348
45,"May 19, 2020",963
46,"May 12, 2020",715
47,"May 5, 2020",535
48,"Apr 28, 2020",374
49,"Apr 22, 2020",303
50,"Apr 15, 2020",225
51,"Apr 8, 2020",179
52,"Mar 31, 2020",59
53,"Mar 24, 2020",25
54,"Mar 15, 2020",3
