,Month,Number of cases
0,"Jan 6, 2021",1007
1,"Jan 5, 2021",1119
2,"Jan 4, 2021",1277
3,"Jan 3, 2021",1309
4,"Jan 2, 2021",1407
5,"Jan 1, 2021",1409
6,"Dec 31, 2020",1418
7,"Dec 30, 2020",1411
8,"Dec 29, 2020",1333
9,"Dec 28, 2020",1359
10,"Dec 27, 2020",1226
11,"Dec 26, 2020",1189
12,"Dec 25, 2020",1133
13,"Dec 24, 2020",1021
14,"Dec 23, 2020",911
15,"Dec 22, 2020",788
16,"Dec 21, 2020",718
17,"Dec 20, 2020",664
18,"Dec 19, 2020",611
19,"Dec 18, 2020",579
20,"Dec 17, 2020",548
21,"Dec 16, 2020",544
22,"Dec 15, 2020",523
23,"Dec 14, 2020",511
24,"Dec 13, 2020",486
25,"Dec 12, 2020",478
26,"Dec 11, 2020",464
27,"Dec 10, 2020",445
28,"Dec 9, 2020",421
29,"Dec 8, 2020",434
30,"Dec 7, 2020",415
31,"Dec 6, 2020",418
32,"Dec 5, 2020",431
33,"Dec 4, 2020",427
34,"Dec 3, 2020",432
35,"Dec 2, 2020",421
36,"Dec 1, 2020",392
37,"Nov 30, 2020",370
38,"Nov 29, 2020",358
39,"Nov 28, 2020",351
40,"Nov 27, 2020",357
41,"Nov 26, 2020",368
42,"Nov 25, 2020",365
43,"Nov 24, 2020",361
44,"Nov 23, 2020",354
45,"Nov 22, 2020",351
46,"Nov 21, 2020",358
47,"Nov 20, 2020",363
48,"Nov 19, 2020",342
49,"Nov 18, 2020",329
50,"Nov 17, 2020",275
51,"Nov 16, 2020",242
52,"Nov 15, 2020",220
53,"Nov 14, 2020",228
54,"Nov 13, 2020",224
55,"Nov 12, 2020",214
56,"Nov 11, 2020",227
57,"Nov 10, 2020",232
58,"Nov 9, 2020",221
59,"Nov 8, 2020",239
60,"Nov 7, 2020",208
61,"Nov 6, 2020",224
62,"Nov 5, 2020",201
63,"Nov 4, 2020",207
64,"Nov 3, 2020",197
65,"Nov 2, 2020",189
66,"Nov 1, 2020",181
67,"Oct 31, 2020",179
68,"Oct 30, 2020",167
69,"Oct 29, 2020",179
70,"Oct 28, 2020",153
71,"Oct 27, 2020",170
72,"Oct 26, 2020",167
73,"Oct 25, 2020",143
74,"Oct 24, 2020",167
75,"Oct 23, 2020",170
76,"Oct 22, 2020",177
77,"Oct 21, 2020",178
78,"Oct 20, 2020",158
79,"Oct 19, 2020",123
80,"Oct 18, 2020",127
81,"Oct 17, 2020",138
82,"Oct 16, 2020",126
83,"Oct 15, 2020",118
84,"Oct 14, 2020",128
85,"Oct 13, 2020",139
86,"Oct 12, 2020",132
87,"Oct 11, 2020",129
88,"Oct 10, 2020",125
89,"Oct 9, 2020",106
90,"Oct 8, 2020",121
91,"Oct 7, 2020",133
92,"Oct 6, 2020",121
93,"Oct 5, 2020",98
94,"Oct 4, 2020",109
95,"Oct 3, 2020",108
96,"Oct 2, 2020",149
97,"Oct 1, 2020",119
98,"Sep 30, 2020",119
99,"Sep 29, 2020",124
100,"Sep 28, 2020",115
101,"Sep 27, 2020",104
102,"Sep 26, 2020",111
103,"Sep 25, 2020",112
104,"Sep 24, 2020",138
105,"Sep 23, 2020",121
106,"Sep 22, 2020",113
107,"Sep 21, 2020",126
108,"Sep 20, 2020",115
109,"Sep 19, 2020",128
110,"Sep 18, 2020",131
111,"Sep 17, 2020",141
112,"Sep 16, 2020",160
113,"Sep 15, 2020",163
114,"Sep 14, 2020",168
115,"Sep 13, 2020",153
116,"Sep 12, 2020",148
117,"Sep 11, 2020",151
118,"Sep 10, 2020",154
119,"Sep 9, 2020",175
120,"Sep 8, 2020",187
121,"Sep 7, 2020",178
122,"Sep 6, 2020",151
123,"Sep 5, 2020",130
124,"Sep 4, 2020",157
125,"Sep 3, 2020",145
126,"Sep 2, 2020",165
127,"Sep 1, 2020",176
128,"Aug 31, 2020",212
129,"Aug 30, 2020",230
130,"Aug 29, 2020",212
131,"Aug 28, 2020",223
132,"Aug 27, 2020",237
133,"Aug 26, 2020",206
134,"Aug 25, 2020",141
135,"Aug 24, 2020",138
136,"Aug 23, 2020",103
137,"Aug 22, 2020",89
138,"Aug 21, 2020",123
139,"Aug 20, 2020",111
140,"Aug 19, 2020",161
141,"Aug 18, 2020",163
142,"Aug 17, 2020",115
143,"Aug 16, 2020",139
144,"Aug 15, 2020",116
145,"Aug 14, 2020",112
146,"Aug 13, 2020",145
147,"Aug 12, 2020",129
148,"Aug 11, 2020",168
149,"Aug 10, 2020",174
150,"Aug 9, 2020",178
151,"Aug 8, 2020",167
152,"Aug 7, 2020",141
153,"Aug 6, 2020",131
154,"Aug 5, 2020",123
155,"Aug 4, 2020",112
156,"Aug 3, 2020",157
157,"Aug 2, 2020",167
158,"Aug 1, 2020",238
159,"Jul 31, 2020",321
160,"Jul 30, 2020",401
161,"Jul 29, 2020",409
162,"Jul 28, 2020",465
163,"Jul 27, 2020",420
164,"Jul 26, 2020",479
165,"Jul 25, 2020",511
166,"Jul 24, 2020",659
167,"Jul 23, 2020",668
168,"Jul 22, 2020",667
169,"Jul 21, 2020",676
170,Jul 20. 2020,627
171,"Jul 19, 2020",603
172,"Jul 18, 2020",698
173,"Jul 17, 2020",703
174,"Jul 16, 2020",928
175,"Jul 15, 2020",913
176,"Jul 14, 2020",929
177,"Jul 13, 2020",931
178,"Jul 12, 2020",912
179,"Jul 11, 2020",923
180,"Jul 10, 2020",981
181,"Jul 09, 2020",950
182,"Jul 08, 2020",1025
183,"Jul 07, 2020",1057
184,"Jul 06, 2020",969
185,"Jul 05, 2020",1218
186,"Jul 04, 2020",1324
187,"Jul 03, 2020",1412
188,"Jul 02, 2020",1485
189,"Jul 01, 2020",1503
190,"Jun 30, 2020",1557
191,"Jun 29, 2020",1566
192,"Jun 28, 2020",1265
193,"Jun 27, 2020",1168
194,"Jun 26, 2020",1625
195,"Jun 25, 2020",1569
196,"Jun 24, 2020",1420
197,"Jun 23, 2020",1332
198,"Jun 22, 2020",1576
199,"Jun 21, 2020",1475
200,"Jun 20, 2020",1547
201,"Jun 19, 2020",1774
202,"Jun 18, 2020",1218
203,"Jun 17, 2020",1363
204,"Jun 16, 2020",1567
