,Month,Number of cases
0,"Jan 03, 2021",104
1,"Jan 02, 2021",134
2,"Jan 01, 2021",159
3,"Dec 31, 2020",0
4,"Dec 30, 2020",90
5,"Dec 29, 2020",178
6,"Dec 28, 2020",102
7,"Dec 27, 2020",115
8,"Dec 26, 2020",243
9,"Dec 25, 2020",0
10,"Dec 24, 2020",0
11,"Dec 23, 2020",89
12,"Dec 22, 2020",0
13,"Dec 21, 2020",301
14,"Dec 20, 2020",0
15,"Dec 19, 2020",0
16,"Dec 18, 2020",100
17,"Dec 17, 2020",167
18,"Dec 16, 2020",116
19,"Dec 15, 2020",26
20,"Dec 14, 2020",81
21,"Dec 13, 2020",0
22,"Dec 12, 2020",195
23,"Dec 11, 2020",0
24,"Dec 10, 2020",116
25,"Dec 09, 2020",122
26,"Dec 08, 2020",226
27,"Dec 07, 2020",0
28,"Dec 06, 2020",178
29,"Dec 05, 2020",0
30,"Dec 04, 2020",429
31,"Dec 03, 2020",0
32,"Dec 02, 2020",0
33,"Dec 01, 2020",0
34,"Nov 30, 2020",98
35,"Nov 29, 2020",190
36,"Nov 28, 2020",0
37,"Nov 27, 2020",0
38,"Nov 26, 2020",0
39,"Nov 25, 2020",41
40,"Nov 24, 2020",243
41,"Nov 23, 2020",67
42,"Nov 22, 2020",157
43,"Nov 21, 2020",86
44,"Nov 20, 2020",0
45,"Nov 19, 2020",174
46,"Nov 18, 2020",81
47,"Nov 17, 2020",0
48,"Nov 16, 2020",253
49,"Nov 15, 2020",105
50,"Nov 14, 2020",0
51,"Nov 13, 2020",61
52,"Nov 12, 2020",655
53,"Nov 11, 2020",0
54,"Nov 10, 2020",100
55,"Nov 9, 2020",100
56,"Nov 8, 2020",198
57,"Nov 7, 2020",116
58,"Nov 6, 2020",0
59,"Nov 5, 2020",145
60,"Nov 4, 2020",443
61,"Nov 3, 2020",0
62,"Nov 2, 2020",76
63,"Nov 1, 2020",69
64,"Oct 31, 2020",0
65,"Oct 30, 2020",0
66,"Oct 29, 2020",280
67,"Oct 28, 2020",0
68,"Oct 27, 2020",0
69,"Oct 26, 2020",85
70,"Oct 25, 2020",0
71,"Oct 24, 2020",89
72,"Oct 23, 2020",63
73,"Oct 22, 2020",77
74,"Oct 21, 2020",0
75,"Oct 20, 2020",89
76,"Oct 19, 2020",62
77,"Oct 18, 2020",78
78,"Oct 17, 2020",59
79,"Oct 16, 2020",0
80,"Oct 15, 2020",47
81,"Oct 14, 2020",0
82,"Oct 13, 2020",96
83,"Oct 12, 2020",25
84,"Oct 11, 2020",0
85,"Oct 10, 2020",18
86,"Oct 09, 2020",40
87,"Oct 08, 2020",118
88,"Oct 07, 2020",0
89,"Oct 06, 2020",0
90,"Oct 05, 2020",0
91,"Oct 04, 2020",26
92,"Oct 03, 2020",109
93,"Oct 02, 2020",38
94,"Oct 01, 2020",30
95,"Sep 30, 2020",144
96,"Sep 29, 2020",38
97,"Sep 28, 2020",57
98,"Sep 27, 2020",165
99,"Sep 26, 2020",0
100,"Sep 25, 2020",0
101,"Sep 24, 2020",69
102,"Sep 23, 2020",91
103,"Sep 22, 2020",0
104,"Sep 21, 2020",58
105,"Sep 20, 2020",127
106,"Sep 19, 2020",117
107,"Sep 18, 2020",46
108,"Sep 17, 2020",59
109,"Sep 16, 2020",0
110,"Sep 15, 2020",54
111,"Sep 14, 2020",167
112,"Sep 13, 2020",0
113,"Sep 12, 2020",46
114,"Sep 11, 2020",75
115,"Sep 10, 2020",0
116,"Sep 9, 2020",301
117,"Sep 8, 2020",143
118,"Sep 7, 2020",92
119,"Sep 6, 2020",0
120,"Sep 5, 2020",0
121,"Sep 4, 2020",64
122,"Sep 3, 2020",55
123,"Sep 2, 2020",198
124,"Sep 1, 2020",162
125,Aug 31. 2020,93
126,"Aug 30, 2020",87
127,"Aug 29, 2020",169
128,"Aug 28, 2020",108
129,"Aug 27, 2020",72
130,"Aug 26, 2020",52
131,"Aug 25, 2020",95
132,"Aug 24, 2020",117
133,"Aug 23, 2020",180
134,"Aug 22, 2020",0
135,"Aug 21, 2020",65
136,"Aug 20, 2020",166
137,"Aug 19, 2020",101
