,Year,GDP per capita in U.S. dollars
0,2024*,30070.3
1,2023*,28569.08
2,2022*,27205.52
3,2021*,25881.83
4,2020*,24569.06
5,2019*,23213.95
6,2018,23112.59
7,2017,20409.98
8,2016,18458.24
9,2015,17728.7
10,2014,19768.84
11,2013,19912.51
12,2012,19739.9
13,2011,21736.84
14,2010,19831.4
15,2009,19787.77
16,2008,22819.46
17,2007,18434.54
18,2006,15206.4
19,2005,13362.34
20,2004,11687.92
21,2003,9777.81
22,2002,8028.36
23,2001,6599.31
24,2000,5997.69
25,1999,6304.16
26,1998,6453.43
27,1997,5993.0
28,1996,6490.09
29,1995,5784.1
