,Year,GDP per capita in U.S. dollars
0,2025*,30516.89
1,2024*,29463.12
2,2023*,28338.36
3,2022*,26964.0
4,2021*,25096.95
5,2020*,21608.35
6,2019,23132.46
7,2018,23472.27
8,2017,21482.86
9,2016,19986.36
10,2015,19252.02
11,2014,22109.32
12,2013,21625.48
13,2012,20588.87
14,2011,23217.34
15,2010,22580.68
16,2009,23122.56
17,2008,24933.17
18,2007,22811.57
19,2006,19837.97
20,2005,18815.44
21,2004,18064.47
22,2003,15799.89
23,2002,12922.15
24,2001,11737.17
25,2000,11533.83
26,1999,12490.93
27,1998,12220.18
28,1997,11597.7
29,1996,12187.56
30,1995,11788.47
31,1994,9978.59
32,1993,9548.58
33,1992,10864.55
34,1991,9027.18
35,1990,7958.02
36,1989,5978.16
37,1988,5533.16
38,1987,4724.91
39,1986,3774.95
40,1985,2716.91
