,Year,GDP per capita in U.S. dollars
0,2025*,75091.41
1,2024*,72178.05
2,2023*,69355.24
3,2022*,66545.87
4,2021*,63644.75
5,2020*,58438.85
6,2019,59770.32
7,2018,61522.85
8,2017,57302.17
9,2016,54862.85
10,2015,53478.5
11,2014,62729.5
12,2013,61325.58
13,2012,58623.41
14,2011,61864.09
15,2010,58177.16
16,2009,58286.54
17,2008,64531.12
18,2007,58641.19
19,2006,52121.25
20,2005,48872.1
21,2004,46571.28
22,2003,40512.05
23,2002,33275.56
24,2001,30806.61
25,2000,30798.72
26,1999,33492.35
27,1998,33426.97
28,1997,32897.57
29,1996,35732.69
30,1995,35471.26
31,1994,30050.88
32,1993,27640.5
33,1992,29622.47
34,1991,27052.65
35,1990,26920.58
36,1989,21913.16
37,1988,22528.11
38,1987,21349.95
39,1986,17215.43
40,1985,12259.28
