,Year,GDP per capita in U.S. dollars
0,2025*,63995.65
1,2024*,60829.43
2,2023*,59651.52
3,2022*,59095.14
4,2021*,58370.63
5,2020*,57189.03
6,2019*,67857.18
7,2018,73868.07
8,2017,72356.32
9,2016,62004.7
10,2015,52838.36
11,2014,54527.56
12,2013,49815.68
13,2012,46073.94
14,2011,47600.73
15,2010,43080.6
16,2009,41220.97
17,2008,56759.31
18,2007,69928.2
19,2006,57408.96
20,2005,57267.86
21,2004,47612.44
22,2003,39567.45
23,2002,32433.6
24,2001,28957.27
25,2000,32265.46
26,1999,32539.79
27,1998,31184.57
28,1997,28090.86
29,1996,27914.45
30,1995,26711.55
31,1994,24142.7
32,1993,23749.38
33,1992,27383.23
34,1991,27183.02
35,1990,25651.42
36,1989,22646.59
37,1988,24840.13
38,1987,22795.64
39,1986,16585.86
40,1985,12517.15
