,Month,Number of deaths
0,"Mar 20, 2020",1
1,"Mar 21, 2020",1
2,"Mar 22, 2020",1
3,"Mar 23, 2020",1
4,"Mar 24, 2020",2
5,"Mar 25, 2020",3
6,Mar 26. 2020,5
7,"Mar 27, 2020",7
8,"Mar 28, 2020",9
9,"Mar 29, 2020",11
10,"Mar 30, 2020",13
11,"Mar 31, 2020",17
12,"Apr 1, 2020",17
13,"Apr 2, 2020",19
14,"Apr 3, 2020",20
15,"Apr 4, 2020",25
16,"Apr 5, 2020",27
17,"Apr 6, 2020",27
18,"Apr 7, 2020",34
19,"Apr 8, 2020",40
20,"Apr 9, 2020",42
21,"Apr 10, 2020",47
22,"Apr 11, 2020",49
23,"Apr 12, 2020",56
24,"Apr 13, 2020",59
25,"Apr 14, 2020",64
26,"Apr 15, 2020",72
27,"Apr 16, 2020",75
28,"Apr 17, 2020",82
29,"Apr 18, 2020",90
30,"Apr 19, 2020",94
31,"Apr 20, 2020",98
32,"Apr 21, 2020**",141
33,"Apr 22, 2020",149
34,"Apr 23, 2020",172
35,"Apr 24, 2020",177
36,"Apr 25, 2020",186
37,"Apr 26, 2020",190
38,"Apr 27, 2020",193
39,"Apr 28, 2020",199
40,"Apr 29, 2020",206
41,"Apr 30, 2020",211
42,"May 1, 2020",218
43,"May 2, 2020",220
44,"May 3, 2020",230
45,"May 4, 2020",240
46,"May 5, 2020",246
47,"May 6, 2020",252
48,"May 7, 2020",255
49,"May 8, 2020",260
50,"May 9, 2020",265
51,"May 10, 2020",267
52,"May 11, 2020",271
53,"May 12, 2020",275
54,"May 13, 2020",284
55,"May 14, 2020",287
56,"May 15, 2020",293
57,"May 16, 2020",297
58,"May 17, 2020",298
59,"May 18, 2020",300
60,"May 19, 2020",301
61,"May 20, 2020",304
62,"May 21, 2020",306
63,"May 22, 2020",306
64,"May 23, 2020",306
65,"May 24, 2020",307
66,"May 25, 2020",308
67,"May 26, 2020",312
68,"May 27, 2020",313
69,"May 28, 2020",313
70,"May 29, 2020",314
71,"May 30, 2020",316
72,"May 31, 2020",317
73,"Jun 1, 2020",318
74,"Jun 2, 2020",320
75,"Jun 3, 2020",321
76,"Jun 4, 2020",322
77,"Jun 5, 2020",322
78,"Jun 6, 2020",322
79,"Jun 7, 2020",323
80,"Jun 8, 2020",323
81,"Jun 9, 2020",324
82,"Jun 10, 2020",324
83,"Jun 11, 2020",325
84,"Jun 12, 2020",325
85,"Jun 13, 2020",325
86,"Jun 14, 2020",326
87,"Jun 15, 2020",326
88,"Jun 16, 2020",326
89,"Jun 17, 2020",326
90,"Jun 18, 2020",326
91,"Jun 19, 2020",326
92,"Jun 20, 2020",326
93,"Jun 21, 2020",326
94,"Jun 22, 2020",327
95,"Jun 23, 2020",327
96,"Jun 24, 2020",327
97,"Jun 25, 2020",327
98,"Jun 26, 2020",328
99,"Jun 27, 2020",328
100,"Jun 28, 2020",328
101,"Jun 29, 2020",328
102,"Jun 30, 2020",328
103,"Jul 1, 2020",328
104,"Jul 2, 2020",328
105,"Jul 3, 2020",328
106,"Jul 4, 2020",328
107,"Jul 5, 2020",328
108,"Jul 6, 2020",328
109,"Jul 7, 2020",328
110,"Jul 8, 2020",328
111,"Jul 9, 2020",328
112,"Jul 10, 2020",328
113,"Jul 11, 2020",328
114,"Jul 12, 2020",328
115,"Jul 13, 2020",328
116,"Jul 14, 2020",328
117,"Jul 15, 2020",328
118,"Jul 16, 2020",328
119,"Jul 17, 2020",328
120,"Jul 18, 2020",328
121,"Jul 19, 2020",328
122,"Jul 20, 2020",328
123,"Jul 21, 2020",328
124,"Jul 22, 2020",328
125,"Jul 23, 2020",328
126,"Jul 24, 2020",329
127,"Jul 25, 2020",329
128,"Jul 26, 2020",329
129,"Jul 27, 2020",329
130,"Jul 28, 2020",329
131,"Jul 29, 2020",329
132,"Jul 30, 2020",329
133,"Jul 31, 2020",329
134,"Aug 1, 2020",329
135,"Aug 2, 2020",329
136,"Aug 3, 2020",329
137,"Aug 4, 2020",331
138,"Aug 5, 2020",331
139,"Aug 6, 2020",331
140,"Aug 7, 2020",331
141,"Aug 8, 2020",331
142,"Aug 9, 2020",331
143,"Aug 10, 2020",333
144,"Aug 11, 2020",333
145,"Aug 12, 2020",333
146,"Aug 13, 2020",333
147,"Aug 14, 2020",333
148,"Aug 15, 2020",333
149,"Aug 16, 2020",333
150,"Aug 17, 2020",334
151,"Aug 18, 2020",334
152,"Aug 19, 2020",334
153,"Aug 20, 2020",334
154,"Aug 21, 2020",334
155,"Aug 22, 2020",334
156,"Aug 23, 2020",334
157,"Aug 24, 2020",335
158,"Aug 25, 2020",335
159,"Aug 26, 2020",335
160,"Aug 27, 2020",335
161,"Aug 28, 2020",335
162,"Aug 29, 2020",335
163,"Aug 30, 2020",335
164,"Aug 31, 2020",335
165,"Sep 1, 2020",335
166,"Sep 2, 2020",335
167,"Sep 3, 2020",335
168,"Sep 4, 2020",335
169,"Sep 5, 2020",335
170,"Sep 6, 2020",335
171,"Sep 7, 2020",336
172,"Sep 8, 2020",336
173,"Sep 9, 2020",337
174,"Sep 10, 2020",337
175,"Sep 11, 2020",337
176,"Sep 12, 2020",337
177,"Sep 13, 2020",337
178,"Sep 14, 2020",339
179,"Sep 15, 2020",339
180,"Sep 16, 2020",339
181,"Sep 17, 2020",339
182,"Sep 18, 2020",339
183,"Sep 19, 2020",339
184,"Sep 20, 2020",339
185,"Sep 21, 2020",341
186,"Sep 22, 2020",341
187,"Sep 23, 2020",343
188,"Sep 24, 2020",343
189,"Sep 25, 2020",343
190,"Sep 26, 2020",343
191,"Sep 27, 2020",343
192,"Sep 28, 2020",344
193,"Sep 29, 2020",344
194,"Sep 30, 2020",344
195,"Oct 1, 2020",344
196,"Oct 2, 2020",345
197,"Oct 3, 2020",345
198,"Oct 4, 2020",345
199,"Oct 5, 2020",346
200,"Oct 6, 2020",346
201,"Oct 7, 2020",346
