,Year,GDP per capita in U.S. dollars
0,2025*,3217.92
1,2024*,3045.35
2,2023*,2882.05
3,2022*,2732.01
4,2021*,2570.76
5,2020*,2281.42
6,2019*,2229.56
7,2018*,2254.1
8,2017*,2066.85
9,2016*,1971.62
10,2015,1932.22
11,2014,1528.19
12,2013,1388.02
13,2012,1220.33
14,2011,1199.68
15,2010,1193.21
16,2009,1194.38
17,2008,1222.77
18,2007,1053.56
19,2006,945.85
20,2005,931.41
21,2004,925.95
22,2003,878.42
23,2002,726.99
24,2001,676.15
25,2000,664.26
26,1999,787.07
27,1998,822.89
28,1997,784.72
29,1996,833.76
30,1995,776.95
31,1994,604.25
32,1993,826.89
33,1992,917.39
34,1991,897.08
35,1990,960.02
36,1989,903.1
37,1988,981.95
38,1987,980.7
39,1986,926.03
40,1985,719.03
