,Year,GDP per capita in U.S. dollars
0,2024*,76252.11
1,2023*,73953.43
2,2022*,71760.35
3,2021*,69643.84
4,2020*,67426.84
5,2019*,65111.6
6,2018,62868.92
7,2017,59999.51
8,2016,57901.07
9,2015,56787.46
10,2014,55010.07
11,2013,53061.24
12,2012,51556.17
13,2011,49825.5
14,2010,48402.58
15,2009,47007.67
16,2008,48283.41
17,2007,47869.24
18,2006,46213.51
19,2005,44025.56
20,2004,41629.86
21,2003,39411.55
22,2002,37971.28
23,2001,37101.1
24,2000,36317.74
25,1999,34494.54
26,1998,32833.67
27,1997,31440.09
28,1996,29946.97
29,1995,28671.48
30,1994,27674.02
31,1993,26364.19
32,1992,25392.93
33,1991,24302.78
34,1990,23847.98
35,1989,22814.08
36,1988,21376.0
37,1987,20000.97
38,1986,19034.77
39,1985,18199.32
40,1984,17086.44
