,Year,GDP per capita in U.S. dollars
0,2024*,48913.37
1,2023*,47204.93
2,2022*,45657.02
3,2021*,44132.79
4,2020*,42643.95
5,2019*,41760.61
6,2018,42953.27
7,2017,40108.92
8,2016,38348.51
9,2015,37937.86
10,2014,44616.46
11,2013,44145.23
12,2012,42371.12
13,2011,45410.1
14,2010,42181.58
15,2009,43176.39
16,2008,47191.13
17,2007,43059.91
18,2006,37793.81
19,2005,36082.12
20,2004,35004.53
21,2003,30675.37
22,2002,25113.25
23,2001,23240.84
24,2000,23207.84
25,1999,25549.7
26,1998,25818.37
27,1997,25028.47
28,1996,27720.86
29,1995,27741.29
30,1994,24262.18
31,1993,23082.72
32,1992,24590.75
33,1991,22406.39
34,1990,22490.29
35,1989,18236.77
36,1988,18241.0
37,1987,16793.96
38,1986,13947.32
39,1985,10108.56
40,1984,9697.43
