,Month,Number of cases
0,Apr 2,210
1,Apr 1,150
2,Mar 31,53
3,Mar 30,41
4,Mar 29,102
5,Mar 28,63
6,Mar 27,72
7,Mar 26,0
8,Mar 25,85
9,Mar 24,50
10,Mar 23,45
11,Mar 22,0
12,Mar 21,13
13,Mar 20,0
14,Mar 19,27
15,Mar 18,15
16,Mar 17,0
17,Mar 16,0
18,Mar 15,13
19,Mar 14,0
20,Mar 13,0
21,Mar 12,11
22,Mar 11,0
23,Mar 10,29
24,Mar 9,0
25,Mar 8,0
26,Mar 7,16
27,Mar 6,0
28,Mar 5,2
29,Mar 4,0
30,Mar 3,6
31,Mar 2,0
32,Mar 1,0
33,Feb 29,2
34,Feb 28,6
35,Feb 27,0
36,Feb 26,0
37,Feb 25,0
38,Feb 24,0
39,Feb 23,0
40,Feb 22,4
41,Feb 21,0
42,Feb 20,0
43,Feb 19,0
44,Feb 18,0
45,Feb 17,0
46,Feb 16,1
47,Feb 15,0
48,Feb 14,0
49,Feb 13,0
50,Feb 12,0
51,Feb 11,0
52,Feb 10,1
53,Feb 9,0
54,Feb 8,2
55,Feb 7,0
56,Feb 6,0
57,Feb 5,0
58,Feb 4,0
59,Feb 3,0
60,Feb 2,1
61,Feb 1,0
62,Jan 31,0
63,Jan 30,0
64,Jan 29,4
65,Jan 28,0
66,Jan 27,0
67,Jan 26,0
68,Jan 25,0
69,Jan 24,0
70,Jan 23,0
71,Jan 22,0
