,Year,GDP per capita in U.S. dollars
0,2025*,7542.16
1,2024*,7235.48
2,2023*,6931.88
3,2022*,6570.94
4,2021*,6229.42
5,2020*,5844.69
6,2019*,6957.86
7,2018,7003.52
8,2017,6728.72
9,2016,6173.17
10,2015,6141.43
11,2014,6565.41
12,2013,6632.22
13,2012,6402.12
14,2011,5733.22
15,2010,5051.26
16,2009,4165.8
17,2008,4227.53
18,2007,3587.8
19,2006,3121.91
20,2005,2695.73
21,2004,2429.34
22,2003,2178.49
23,2002,2036.38
24,2001,1957.52
25,2000,1962.98
26,1999,1929.71
27,1998,2168.23
28,1997,2297.79
29,1996,2221.56
30,1995,2179.18
31,1994,1863.3
32,1993,1487.86
33,1992,1562.58
34,1991,1530.74
35,1990,1301.47
36,1989,1908.46
37,1988,1579.55
38,1987,2040.65
39,1986,1263.73
40,1985,861.6
