,Year,GDP per capita in U.S. dollars
0,2025*,4690.87
1,2024*,4396.57
2,2023*,4132.54
3,2022*,3885.24
4,2021*,3675.17
5,2020*,3358.33
6,2019*,3601.68
7,2018,3616.4
8,2017,3239.04
9,2016,3082.21
10,2015,2996.38
11,2014,3532.98
12,2013,3557.84
13,2012,3388.78
14,2011,3672.56
15,2010,3312.07
16,2009,3416.27
17,2008,3636.17
18,2007,3110.45
19,2006,2571.82
20,2005,2298.4
21,2004,2188.0
22,2003,1935.48
23,2002,1501.48
24,2001,1387.33
25,2000,1399.09
26,1999,1541.83
27,1998,1376.76
28,1997,1322.34
29,1996,1385.77
30,1995,1378.16
31,1994,1180.49
32,1993,1046.27
33,1992,1062.47
34,1991,974.87
35,1990,957.37
36,1989,853.01
37,1988,861.86
38,1987,783.24
39,1986,645.82
40,1985,476.33
