,Month,Number of cases
0,"Jan 5, 2021",37549
1,"Jan 4, 2021",37412
2,"Jan 3, 2021",37117
3,"Jan 2, 2021",36970
4,"Jan 1, 2021",36772
5,"Dec 31, 2020",36645
6,"Dec 30, 2020",36392
7,"Dec 29, 2020",36136
8,"Dec 28, 2020",35830
9,"Dec 27, 2020",35400
10,"Dec 26, 2020",35212
11,"Dec 25, 2020",35028
12,"Dec 24, 2020",34871
13,"Dec 23, 2020",34733
14,"Dec 22, 2020",34456
15,"Dec 21, 2020",34125
16,"Dec 20, 2020",33751
17,"Dec 19, 2020",33507
18,"Dec 18, 2020",33317
19,"Dec 17, 2020",32922
20,"Dec 16, 2020",32603
21,"Dec 15, 2020",32253
22,"Dec 14, 2020",31895
23,"Dec 13, 2020",31432
24,"Dec 12, 2020",31156
25,"Dec 11, 2020",30906
26,"Dec 10, 2020",30462
27,"Dec 9, 2020",30054
28,"Dec 8, 2020",29590
29,"Dec 7, 2020",29112
30,"Dec 6, 2020",28524
31,"Dec 5, 2020",28242
32,"Dec 4, 2020",27992
33,"Dec 3, 2020",27520
34,"Dec 2, 2020",27043
35,"Dec 1, 2020",26548
36,"Nov 30, 2020",26109
37,"Nov 29, 2020",25513
38,"Nov 28, 2020",25220
39,"Nov 27, 2020",24936
40,"Nov 26, 2020",24481
41,"Nov 25, 2020",23971
42,"Nov 24, 2020",23355
43,"Nov 23, 2020",22886
44,"Nov 22, 2020",22382
45,"Nov 21, 2020",22115
46,"Nov 20, 2020",21847
47,"Nov 19, 2020",21419
48,"Nov 18, 2020",20941
49,"Nov 17, 2020",20565
50,"Nov 16, 2020",20174
51,"Nov 15, 2020",19782
52,"Nov 14, 2020",19600
53,"Nov 13, 2020",19455
54,"Nov 12, 2020",19189
55,"Nov 11, 2020",18907
56,"Nov 10, 2020",18613
57,"Nov 9, 2020",18407
58,"Nov 8, 2020",18134
59,Nov 7. 2020,18001
60,"Nov 6, 2020",17873
61,"Nov 5, 2020",17677
62,"Nov 4, 2020",17455
63,"Nov 3, 2020",17242
64,"Nov 2, 2020",17001
65,"Nov 1, 2020",16712
66,"Oct 31, 2020",16562
67,"Oct 30, 2020",16441
68,"Oct 29, 2020",16222
69,"Oct 28, 2020",15985
70,"Oct 27, 2020",15745
71,"Oct 26, 2020",15514
72,"Oct 25, 2020",15258
73,"Oct 24, 2020",15134
74,"Oct 23, 2020",15027
75,"Oct 22, 2020",14834
76,"Oct 21, 2020",14614
77,"Oct 20, 2020",14425
78,"Oct 19, 2020",14258
79,"Oct 18, 2020",14013
80,"Oct 17, 2020",13883
81,"Oct 16, 2020",13779
82,"Oct 15, 2020",13584
83,"Oct 14, 2020",13394
84,"Oct 13, 2020",13192
85,"Oct 12, 2020",12992
86,"Oct 11, 2020",12736
87,"Oct 10, 2020",12606
88,"Oct 9, 2020",12496
89,"Oct 8, 2020",12269
90,"Oct 7, 2020",12010
91,"Oct 6, 2020",11704
92,"Oct 5, 2020",11401
93,"Oct 4, 2020",11109
94,"Oct 3, 2020",10961
95,"Oct 2, 2020",10781
96,"Oct 1, 2020",10593
97,"Sep 30, 2020",10403
98,"Sep 29, 2020",10237
99,"Sep 28, 2020",10103
100,"Sep 27, 2020",9981
101,"Sep 26, 2020",9911
102,"Sep 25, 2020",9831
103,"Sep 24, 2020",9704
104,"Sep 23, 2020",9606
105,"Sep 22, 2020",9489
106,"Sep 21, 2020",9379
107,"Sep 20, 2020",9259
108,"Sep 19, 2020",9185
109,"Sep 18, 2020",9124
110,"Sep 17, 2020",9047
111,"Sep 16, 2020",8962
112,"Sep 15, 2020",8905
113,"Sep 14, 2020",8852
114,"Sep 13, 2020",8793
115,"Sep 12, 2020",8747
116,"Sep 11, 2020",8707
117,"Sep 10, 2020",8649
118,"Sep 9, 2020",8597
119,"Sep 8, 2020",8542
120,"Sep 7, 2020",8485
121,"Sep 6, 2020",8440
122,"Sep 5, 2020",8407
123,"Sep 4, 2020",8385
124,"Sep 3, 2020",8343
125,"Sep 2, 2020",8308
126,"Sep 1, 2020",8282
127,"Aug 31, 2020",8253
128,"Aug 30, 2020",8205
129,"Aug 29, 2020",8187
130,"Aug 28, 2020",8168
131,"Aug 27, 2020",8133
132,"Aug 26, 2020",8101
133,"Aug 25, 2020",8081
134,"Aug 24, 2020",8066
135,"Aug 23, 2020",8049
136,"Aug 22, 2020",8039
137,"Aug 21, 2020",8023
138,"Aug 20, 2020",7998
139,"Aug 19, 2020",7971
140,"Aug 18, 2020",7924
141,"Aug 17, 2020",7885
142,"Aug 16, 2020",7858
143,"Aug 15, 2020",7815
144,"Aug 14, 2020",7801
145,"Aug 13, 2020",7774
146,"Aug 12, 2020",7753
147,"Aug 11, 2020",7726
148,"Aug 10, 2020",7698
149,"Aug 9, 2020",7683
150,"Aug 8, 2020",7648
151,"Aug 7, 2020",7639
152,"Aug 6, 2020",7622
153,"Aug 5, 2020",7600
154,"Aug 4, 2020",7571
155,"Aug 3, 2020",7549
156,"Aug 2, 2020",7514
157,"Aug 1, 2020",7504
158,"Jul 31, 2020",7489
159,"Jul 30, 2020",7471
160,"Jul 29, 2020",7463
161,"Jul 28, 2020",7451
162,"Jul 27, 2020",7442
163,"Jul 26, 2020",7430
164,"Jul 25, 2020",7420
165,"Jul 24, 2020",7418
166,"Jul 23, 2020",7408
167,"Jul 22, 2020",7405
168,"Jul 21, 2020",7394
169,"Jul 20, 2020",7386
170,"Jul 19, 2020",7374
171,"Jul 18, 2020",7369
172,"Jul 17, 2020",7362
