,Year,GDP per capita in U.S. dollars
0,2025*,10132.16
1,2024*,9525.66
2,2023*,8960.43
3,2022*,8459.31
4,2021*,7740.11
5,2020*,7444.8
6,2019*,8595.61
7,2018,8340.96
8,2017,7874.94
9,2016,7521.27
10,2015,7139.51
11,2014,6805.66
12,2013,6413.93
13,2012,6274.87
14,2011,6063.35
15,2010,5688.75
16,2009,5151.17
17,2008,5194.8
18,2007,4803.47
19,2006,4188.72
20,2005,4008.36
21,2004,2540.85
22,2003,2460.55
23,2002,3158.39
24,2001,3007.38
25,2000,2894.3
26,1999,2674.83
27,1998,2658.54
28,1997,2495.03
29,1996,2309.92
30,1995,2141.06
31,1994,1916.44
32,1993,1741.67
33,1992,1573.69
34,1991,1365.23
35,1990,1123.24
36,1989,1230.74
37,1988,1113.84
38,1987,1245.27
39,1986,1212.35
40,1985,1022.61
