,Year,GDP per capita in U.S. dollars
0,2025*,66877.49
1,2024*,64756.17
2,2023*,62735.61
3,2022*,60538.57
4,2021*,58029.3
5,2020*,51289.57
6,2019,52646.19
7,2018,53224.69
8,2017,48799.87
9,2016,46165.18
10,2015,45302.8
11,2014,53026.48
12,2013,52201.72
13,2012,50100.62
14,2011,54209.22
15,2010,51046.25
16,2009,52648.42
17,2008,57916.25
18,2007,51804.2
19,2006,44901.09
20,2005,42046.72
21,2004,40404.22
22,2003,35734.22
23,2002,29294.21
24,2001,26891.92
25,2000,26220.07
26,1999,28299.67
27,1998,27924.51
28,1997,26733.01
29,1996,29016.44
30,1995,29284.58
31,1994,24824.41
32,1993,23237.63
33,1992,24061.89
34,1991,21931.77
35,1990,21457.92
36,1989,17514.51
37,1988,17869.58
38,1987,16807.92
39,1986,13810.05
40,1985,9964.01
