,Year,GDP per capita in U.S. dollars
0,2025*,4612.79
1,2024*,4361.5
2,2023*,4123.9
3,2022*,3870.29
4,2021*,3618.18
5,2020*,3321.92
6,2019*,3566.42
7,2018*,3565.5
8,2017,3368.76
9,2016,3094.99
10,2015,3050.65
11,2014,3096.84
12,2013,2886.41
13,2012,2605.19
14,2011,2255.5
15,2010,1896.24
16,2009,1711.42
17,2008,1695.45
18,2007,1344.7
19,2006,1199.58
20,2005,1049.06
21,2004,979.59
22,2003,918.47
23,2002,914.96
24,2001,959.84
25,2000,1005.41
26,1999,1010.58
27,1998,1057.72
28,1997,1005.87
29,1996,955.57
30,1995,885.68
31,1994,804.71
32,1993,795.05
33,1992,804.74
34,1991,777.89
35,1990,723.42
36,1989,715.53
37,1988,712.15
38,1987,683.62
39,1986,640.94
40,1985,668.92
