,Month,Units sold
0,Dec 19,165
1,Nov 19,155
2,Oct 19,240
3,Sep 19,662
4,Aug 19,118
5,Jul 19,221
6,Jun 19,258
7,May 19,185
8,Apr 19,212
9,Mar 19,867
10,Feb 19,105
11,Jan 19,260
12,Dec 18,445
13,Nov 18,344
14,Oct 18,324
15,Sep 18,987
16,Aug 18,187
17,Jul 18,305
18,Jun 18,542
19,May 18,612
20,Apr 18,358
21,Mar 18,1107
22,Feb 18,141
23,Jan 18,279
24,Dec 17,272
25,Nov 17,366
26,Oct 17,303
27,Sep 17,780
28,Aug 17,152
29,Jul 17,275
30,Jun 17,438
31,May 17,341
32,Apr 17,213
33,Mar 17,948
34,Feb 17,103
35,Jan 17,223
36,Dec 16,276
37,Nov 16,291
38,Oct 16,274
39,Sep 16,805
40,Aug 16,135
41,Jul 16,180
