,Month,Number of cases
0,"Jan 7, 2020",127657
1,"Jan 6, 2020",121154
2,"Jan 5, 2020",113322
3,"Jan 4, 2020",107997
4,"Jan 3, 2020",101887
5,"Jan 2, 2020",96926
6,"Jan 1, 2020",93532
7,"Dec 31, 2020",91779
8,"Dec 30, 2020",90157
9,"Dec 29, 2020",88439
10,"Dec 28, 2020",86894
11,"Dec 27, 2020",86129
12,"Dec 26, 2020",85394
13,"Dec 25, 2020",84098
14,"Dec 24, 2020",83073
15,"Dec 23, 2020",82155
16,"Dec 22, 2020",81228
17,"Dec 21, 2020",80267
18,"Dec 20, 2020",79542
19,"Dec 19, 2020",78776
20,"Dec 18, 2020",78254
21,"Dec 17, 2020",77678
22,"Dec 16, 2020",77197
23,"Dec 15, 2020",76776
24,"Dec 14, 2020",76449
25,"Dec 13, 2020",76185
26,"Dec 12, 2020",75756
27,"Dec 11, 2020",75507
28,"Dec 10, 2020",75203
29,"Dec 9, 2020",74900
30,"Dec 8, 2020",74682
31,"Dec 7, 2020",74468
32,"Dec 6, 2020",74246
33,"Dec 5, 2020",73948
34,"Dec 4, 2020",73491
35,"Dec 3, 2020",73228
36,"Dec 2, 2020",73066
37,"Dec 1, 2020",72798
38,"Nov 30, 2020",72544
39,"Nov 29, 2020",72241
40,"Nov 28, 2020",71942
41,"Nov 27, 2020",71699
42,"Nov 26, 2020",71494
43,"Nov 25, 2020",71187
44,"Nov 24, 2020",70930
45,"Nov 23, 2020",70711
46,"Nov 22, 2020",70461
47,"Nov 21, 2020",70143
48,"Nov 20, 2020",69802
49,"Nov 19, 2020",69473
50,"Nov 18, 2020",69058
51,"Nov 17, 2020",68686
52,"Nov 16, 2020",68356
53,"Nov 15, 2020",67903
54,"Nov 14, 2020",67256
55,"Nov 13, 2020",67099
56,"Nov 12, 2020",66632
57,"Nov 11, 2020",66247
58,"Nov 10, 2020",65889
59,"Nov 9, 2020",65659
60,"Nov 8, 2020",65394
61,"Nov 7, 2020",64855
62,"Nov 6, 2020",64538
63,"Nov 5, 2020",64046
64,"Nov 4, 2020",63483
65,"Nov 3, 2020",63048
66,"Nov 2, 2020",62750
67,"Nov 1, 2020",62002
68,"Oct 31, 2020",61456
69,"Oct 30, 2020",61059
70,"Oct 29, 2020",60297
71,"Oct 28, 2020",59434
72,"Oct 27, 2020",58767
73,"Oct 26, 2020",58067
74,"Oct 25, 2020",57128
75,"Oct 24, 2020",56108
76,"Oct 23, 2020",55261
77,"Oct 22, 2020",54476
78,"Oct 21, 2020",53422
79,"Oct 20, 2020",52256
80,"Oct 19, 2020",50993
81,"Oct 18, 2020",49962
82,"Oct 17, 2020",48678
83,"Oct 16, 2020",47427
84,"Oct 15, 2020",46429
85,"Oct 14, 2020",45243
86,"Oct 13, 2020",44159
87,"Oct 12, 2020",43351
88,"Oct 11, 2020",42528
89,"Oct 10, 2020",41714
90,"Oct 9, 2020",40703
91,"Oct 8, 2020",40086
92,"Oct 7, 2020",39584
93,"Oct 6, 2020",38973
94,"Oct 5, 2020",38549
95,"Oct 4, 2020",38032
96,"Oct 3, 2020",37668
97,"Oct 2, 2020",37063
98,"Oct 1, 2020",36597
99,"Sep 30, 2020",36155
100,"Sep 29, 2020",35740
101,"Sep 28, 2020",35377
102,"Sep 27, 2020",34990
103,"Sep 26, 2020",34560
104,"Sep 25, 2020",34315
105,"Sep 24, 2020",33994
106,"Sep 23, 2020",33675
107,"Sep 22, 2020",33444
108,"Sep 21, 2020",33121
109,"Sep 20, 2020",32933
110,"Sep 19, 2020",32538
111,"Sep 18, 2020",32271
112,"Sep 17, 2020",32023
113,"Sep 16, 2020",31799
114,"Sep 15, 2020",31549
115,"Sep 14, 2020",31192
116,"Sep 13, 2020",30985
117,"Sep 12, 2020",30730
118,"Sep 11, 2020",30571
119,"Sep 10, 2020",30360
120,"Sep 9, 2020",30164
121,"Sep 8, 2020",30080
122,"Sep 7, 2020",29774
123,"Sep 6, 2020",29672
124,"Sep 5, 2020",29534
125,"Sep 4, 2020",29303
126,"Sep 3, 2020",29206
127,"Sep 2, 2020",29114
128,"Sep 1, 2020",29025
129,"Aug 31, 2020",28811
130,"Aug 30, 2020",28760
131,"Aug 29, 2020",28720
132,"Aug 28, 2020",28578
133,"Aug 27, 2020",28453
134,"Aug 26, 2020",28363
135,"Aug 25, 2020",28201
136,"Aug 24, 2020",28116
137,"Aug 23, 2020",27969
138,"Aug 22, 2020",27908
139,"Aug 21, 2020",27755
140,"Aug 20, 2020",27676
141,"Aug 19, 2020",27547
142,"Aug 18, 2020",27499
143,"Aug 17, 2020",27313
144,"Aug 16, 2020",27257
145,"Aug 15, 2020",27191
146,"Aug 14, 2020",26995
147,"Aug 13, 2020",26929
148,"Aug 12, 2020",26838
149,"Aug 11, 2020",26801
150,"Aug 10, 2020",26768
151,"Aug 9, 2020",26712
152,"Aug 8, 2020",26644
153,"Aug 7, 2020",26470
154,"Aug 6, 2020",26372
155,"Aug 5, 2020",26303
156,"Aug 4, 2020",26253
157,"Aug 3, 2020",26208
158,"Aug 2, 2020",26162
159,"Aug 1, 2020",26109
160,"Jul 31, 2020",26065
161,"Jul 30, 2020",26027
162,"Jul 29, 2020",25942
163,"Jul 28, 2020",25929
164,"Jul 27, 2020",25892
165,"Jul 26, 2020",25881
166,"Jul 25, 2020",25869
167,"Jul 24, 2020",25845
168,"Jul 23, 2020",25826
169,"Jul 22, 2020",25819
170,"Jul 21, 2020",25802
171,"Jul 20, 2020",25766
172,"Jul 19, 2020",25760
173,"Jul 18, 2020",25750
174,"Jul 17, 2020",25730
175,"Jul 16, 2020",25698
176,"Jul 15, 2020",25683
177,"Jul 14, 2020",25670
178,"Jul 13, 2020",25638
179,"Jul 12, 2020",25628
180,"Jul 11, 2020",25611
181,"Jul 10, 2020",25589
182,"Jul 9, 2020",25565
183,"Jul 8, 2020",25542
184,"Jul 7, 2020",25538
185,"Jul 6, 2020",25531
186,"Jul 5, 2020",25527
187,"Jul 4, 2020",25509
188,"Jul 3, 2020",25498
189,"Jul 2, 2020",25489
190,"Jul 1, 2020",25477
191,"Jun 30, 2020",25473
192,"Jun 29, 2020",25462
193,"Jun 28, 2020",25438
194,"Jun 27, 2020",25437
195,"Jun 26, 2020",25414
196,"Jun 25, 2020",25405
197,"Jun 24, 2020",25396
198,"Jun 23, 2020",25391
199,"Jun 22, 2020",25383
200,"Jun 21, 2020",25379
201,"Jun 20, 2020",25374
202,"Jun 19, 2020",25368
203,"Jun 18, 2020",25355
204,"Jun 17, 2020",25341
205,"Jun 16, 2020",25334
206,"Jun 15, 2020",25321
207,"Jun 14, 2020",25303
208,"Jun 13, 2020",25295
209,"Jun 12, 2020",25250
210,"Jun 11, 2020",25238
211,"Jun 10, 2020",25231
212,"Jun 9, 2020",25215
213,"Jun 8, 2020",25207
214,"Jun 7, 2020",25201
215,"Jun 6, 2020",25183
216,"Jun 5, 2020",25163
217,"Jun 4, 2020",25142
218,"Jun 3, 2020",25111
219,"Jun 2, 2020",25066
220,"Jun 1, 2020",25062
221,"May 31, 2020",24990
222,"May 30, 2020",24929
223,"May 29, 2020",24876
224,"May 28, 2020",24841
225,"May 27, 2020",24803
226,"May 26, 2020",24735
227,"May 25, 2020",24698
228,"May 24, 2020",24639
229,"May 23, 2020",24582
230,"May 22, 2020",24506
231,"May 21, 2020",24391
232,"May 20, 2020",24315
233,"May 19, 2020",24251
234,"May 18, 2020",24200
235,"May 17, 2020",24112
236,"May 16, 2020",24048
237,"May 15, 2020",23956
238,"May 14, 2020",23827
239,"May 13, 2020",23401
240,"May 12, 2020",23242
241,"May 11, 2020",23135
242,"May 10, 2020",22996
243,"May 9, 2020",22760
244,"May 8, 2020",22541
245,"May 7, 2020",22385
246,"May 6, 2020",22248
247,"May 5, 2020",21983
248,"May 4, 2020",21772
249,"May 3, 2020",21506
250,"May 2, 2020",21176
251,"May 1, 2020",20833
252,"Apr 30, 2020",20612
253,"Apr 29, 2020",20253
254,"Apr 28, 2020",19877
255,"Apr 27, 2020",19648
256,"Apr 26, 2020",19262
257,"Apr 25, 2020",18561
258,"Apr 24, 2020",18184
259,"Apr 23, 2020",17607
260,"Apr 22, 2020",16671
261,"Apr 21, 2020",16040
262,"Apr 20, 2020",15652
263,"Apr 19, 2020",15251
264,"Apr 18, 2020",14758
265,"Apr 17, 2020",13980
266,"Apr 16, 2020",13271
267,"Apr 15, 2020",12547
268,"Apr 14, 2020",11497
269,"Apr 13, 2020",10647
270,"Apr 12, 2020",9655
271,"Apr 11, 2020",8928
272,"Apr 10, 2020",7054
273,"Apr 9, 2020",6574
274,"Apr 8, 2020",6074
275,"Apr 7, 2020",5709
276,"Apr 6, 2020",5364
277,"Apr 5, 2020",4994
278,"Apr 4, 2020",4604
279,"Apr 3, 2020",4273
280,"Apr 2, 2020",3849
281,"Apr 1, 2020",3447
282,"Mar 31, 2020",3235
283,"Mar 30, 2020",2910
284,"Mar 29, 2020",2615
285,"Mar 28, 2020",2415
286,"Mar 27, 2020",2121
287,"Mar 26, 2020",1819
288,"Mar 25, 2020",1564
289,"Mar 24, 2020",1329
290,"Mar 23, 2020",1125
291,"Mar 22, 2020",906
292,"Mar 21, 2020",785
293,"Mar 20, 2020",683
294,"Mar 19, 2020",557
295,"Mar 18, 2020",366
296,"Mar 17, 2020",292
297,"Mar 16, 2020",223
298,"Mar 15, 2020",169
299,"Mar 14, 2020",129
300,"Mar 13, 2020",90
301,"Mar 12, 2020",70
302,"Mar 11, 2020",43
303,"Mar 10, 2020",34
304,"Mar 9, 2020",24
305,"Mar 8, 2020",21
306,"Mar 7, 2020",19
307,"Mar 6, 2020",18
308,"Mar 5, 2020",13
309,"Mar 4, 2020",6
310,"Mar 3, 2020",2
311,"Mar 2, 2020",1
312,"Mar 1, 2020",1
313,"Feb 29, 2020",1
