,Month,Number of cases
0,"Jan 5, 2021",2181619
1,"Jan 4, 2021",2166244
2,"Jan 3, 2021",2155446
3,"Jan 2, 2021",2141201
4,"Jan 1, 2021",2129376
5,"Dec 31, 2020",2107166
6,"Dec 30, 2020",2083689
7,"Dec 29, 2020",2067487
8,"Dec 28, 2020",2056277
9,"Dec 27, 2020",2047696
10,"Dec 26, 2020",2038783
11,"Dec 25, 2020",2028354
12,"Dec 24, 2020",2009317
13,"Dec 23, 2020",1991278
14,"Dec 22, 2020",1977370
15,"Dec 21, 2020",1964054
16,"Dec 20, 2020",1953185
17,"Dec 19, 2020",1938083
18,"Dec 18, 2020",1921778
19,"Dec 17, 2020",1906377
20,"Dec 16, 2020",1888144
21,"Dec 15, 2020",1870576
22,"Dec 14, 2020",1855737
23,"Dec 13, 2020",1843712
24,"Dec 12, 2020",1825775
25,"Dec 11, 2020",1805873
26,"Dec 10, 2020",1787147
27,"Dec 9, 2020",1770149
28,"Dec 8, 2020",1757394
29,"Dec 7, 2020",1742557
30,"Dec 6, 2020",1728878
31,"Dec 5, 2020",1709991
32,"Dec 4, 2020",1688939
33,"Dec 3, 2020",1664829
34,"Dec 2, 2020",1641610
35,"Dec 1, 2020",1620901
36,"Nov 30, 2020",1601554
37,"Nov 29, 2020",1585178
38,"Nov 28, 2020",1564532
39,"Nov 27, 2020",1538217
40,"Nov 26, 2020",1509875
41,"Nov 25, 2020",1480874
42,"Nov 24, 2020",1455022
43,"Nov 23, 2020",1431795
44,"Nov 22, 2020",1408868
45,"Nov 21, 2020",1380531
46,"Nov 20, 2020",1345767
47,"Nov 19, 2020",1308528
48,"Nov 18, 2020",1272352
49,"Nov 17, 2020",1238072
50,"Nov 16, 2020",1205881
51,"Nov 15, 2020",1178529
52,"Nov 14, 2020",1144552
53,"Nov 13, 2020",1107303
54,"Nov 12, 2020",1066401
55,"Nov 11, 2020",1028424
56,"Nov 10, 2020",995463
57,"Nov 9, 2020",960373
58,"Nov 8, 2020",935104
59,"Nov 7, 2020",902490
60,"Nov 6, 2020",862681
61,"Nov 5, 2020",824879
62,"Nov 4, 2020",790377
63,"Nov 3, 2020",759829
64,"Nov 2, 2020",731588
65,"Nov 1, 2020",709335
66,"Oct 31, 2020",679430
67,"Oct 30, 2020",647674
68,"Oct 29, 2020",616595
69,"Oct 28, 2020",589766
70,"Oct 27, 2020",564778
71,"Oct 26, 2020",542789
72,"Oct 25, 2020",525782
73,"Oct 24, 2020",504509
74,"Oct 23, 2020",484869
75,"Oct 22, 2020",465726
76,"Oct 21, 2020",449648
77,"Oct 20, 2020",434449
78,"Oct 19, 2020",423578
79,"Oct 18, 2020",414241
80,"Oct 17, 2020",402536
81,"Oct 16, 2020",391611
82,"Oct 15, 2020",381602
83,"Oct 14, 2020",372799
84,"Oct 13, 2020",365467
85,"Oct 12, 2020",359569
86,"Oct 11, 2020",354950
87,"Oct 10, 2020",349494
88,"Oct 9, 2020",343770
89,"Oct 8, 2020",338398
90,"Oct 7, 2020",333940
91,"Oct 6, 2020",330263
92,"Oct 5, 2020",327586
93,"Oct 4, 2020",325329
94,"Oct 3, 2020",322751
95,"Oct 2, 2020",319908
96,"Oct 1, 2020",317409
97,"Sep 30, 2020",314861
98,"Sep 29, 2020",313011
99,"Sep 28, 2020",311364
100,"Sep 27, 2020",309870
101,"Sep 26, 2020",308104
102,"Sep 25, 2020",306235
103,"Sep 24, 2020",304323
104,"Sep 23, 2020",302537
105,"Sep 22, 2020",300897
106,"Sep 21, 2020",299506
107,"Sep 20, 2020",298156
108,"Sep 19, 2020",296569
109,"Sep 18, 2020",294932
110,"Sep 17, 2020",293025
111,"Sep 16, 2020",291442
112,"Sep 15, 2020",289990
113,"Sep 14, 2020",288761
114,"Sep 13, 2020",287753
115,"Sep 12, 2020",286297
116,"Sep 11, 2020",284796
117,"Sep 10, 2020",283180
118,"Sep 9, 2020",281583
119,"Sep 8, 2020",280153
120,"Sep 7, 2020",278784
121,"Sep 6, 2020",277634
122,"Sep 5, 2020",276337
123,"Sep 4, 2020",274644
124,"Sep 3, 2020",272912
125,"Sep 2, 2020",271515
126,"Sep 1, 2020",270189
127,"Aug 31, 2020",269214
128,"Aug 30, 2020",268218
129,"Aug 29, 2020",266853
130,"Aug 28, 2020",265409
131,"Aug 27, 2020",263949
132,"Aug 26, 2020",262540
133,"Aug 25, 2020",261174
134,"Aug 24, 2020",260298
135,"Aug 23, 2020",259345
136,"Aug 22, 2020",258136
137,"Aug 21, 2020",257065
138,"Aug 20, 2020",256118
139,"Aug 19, 2020",255278
140,"Aug 18, 2020",254636
141,"Aug 17, 2020",254235
142,"Aug 16, 2020",253915
143,"Aug 15, 2020",253438
144,"Aug 14, 2020",252809
145,"Aug 13, 2020",252235
146,"Aug 12, 2020",251713
147,"Aug 11, 2020",251237
148,"Aug 10, 2020",250825
149,"Aug 9, 2020",250566
150,"Aug 8, 2020",250103
151,"Aug 7, 2020",249756
152,"Aug 6, 2020",249204
153,"Aug 5, 2020",248803
154,"Aug 4, 2020",248419
155,"Aug 3, 2020",248229
156,"Aug 2, 2020",248070
157,"Aug 1, 2020",247832
158,"Jul 31, 2020",247537
159,"Jul 30, 2020",247158
160,"Jul 29, 2020",246776
161,"Jul 28, 2020",246488
162,"Jul 27, 2020",246286
163,"Jul 26, 2020",246118
164,"Jul 25, 2020",245864
165,"Jul 24, 2020",245590
166,"Jul 23, 2020",245338
167,"Jul 22, 2020",245032
168,"Jul 21, 2020",244752
169,"Jul 20, 2020",244624
170,"Jul 19, 2020",244434
171,"Jul 18, 2020",244216
172,"Jul 17, 2020",243967
173,"Jul 16, 2020",243736
174,"Jul 15, 2020",243506
175,"Jul 14, 2020",243344
176,"Jul 13, 2020",243230
177,"Jul 12, 2020",243061
178,"Jul 11, 2020",242827
179,"Jul 10, 2020",242639
180,"Jul 9, 2020",242363
181,"Jul 8, 2020",242149
182,"Jul 7, 2020",241956
183,"Jul 6, 2020",241819
184,"Jul 5, 2020",241611
185,"Jul 4, 2020",241419
186,"Jul 3, 2020",241184
187,"Jul 2, 2020",240961
188,"Jul 1, 2020",240760
189,"Jun 30, 2020",240578
190,"Jun 29, 2020",240436
191,"Jun 28, 2020",240310
192,"Jun 27, 2020",240136
193,"Jun 26, 2020",239961
194,"Jun 25, 2020",239706
195,"Jun 24, 2020",239410
196,"Jun 23, 2020",238833
197,"Jun 22, 2020",238720
198,"Jun 21, 2020",238499
199,"Jun 20, 2020",238275
200,"Jun 19, 2020",238011
201,"Jun 18, 2020",237760
202,"Jun 17, 2020",237429
203,"Jun 16, 2020",237101
204,"Jun 15, 2020",237290
205,"Jun 14, 2020",236989
206,"Jun 13, 2020",236651
207,"Jun 12, 2020",236305
208,"Jun 11, 2020",236142
209,"Jun 10, 2020",235763
210,"Jun 9, 2020",235561
211,"Jun 8, 2020",235278
212,"Jun 7, 2020",234998
213,"Jun 6, 2020",234801
214,"Jun 5, 2020",234531
215,"Jun 4, 2020",234013
216,"Jun 3, 2020",233836
217,"Jun 2, 2020",233515
218,"Jun 1, 2020",233197
219,"May 31, 2020",232997
220,"May 30, 2020",232664
221,"May 29, 2020",232248
222,"May 28, 2020",231732
223,"May 27, 2020",231139
224,"May 26, 2020",230555
225,"May 25, 2020",230158
226,"May 24, 2020",229858
227,"May 23, 2020",229327
228,"May 22, 2020",228658
229,"May 21, 2020",228006
230,"May 20, 2020",227364
231,"May 19, 2020",226699
232,"May 18, 2020",225886
