,Month,Number of cases
0,"Jan 03, 2021",55168
1,"Jan 02, 2021",55064
2,"Jan 01, 2021",54930
3,"Dec 31, 2020",54771
4,"Dec 30, 2020",54771
5,"Dec 29, 2020",54681
6,"Dec 28, 2020",54503
7,"Dec 27, 2020",54401
8,"Dec 26, 2020",54286
9,"Dec 25, 2020",54043
10,"Dec 24, 2020",54043
11,"Dec 23, 2020",54043
12,"Dec 22, 2020",53954
13,"Dec 21, 2020",53954
14,"Dec 20, 2020",53653
15,"Dec 19, 2020",53653
16,"Dec 18, 2020",53653
17,"Dec 17, 2020",53553
18,"Dec 16, 2020",53386
19,"Dec 15, 2020",53270
20,"Dec 14, 2020",53014
21,"Dec 13, 2020",52933
22,"Dec 12, 2020",52933
23,"Dec 11, 2020",52738
24,"Dec 10, 2020",52738
25,"Dec 09, 2020",52622
26,"Dec 08, 2020",52500
27,"Dec 07, 2020",52274
28,"Dec 06, 2020",52274
29,"Dec 05, 2020",52096
30,"Dec 04, 2020",52096
31,"Dec 03, 2020",51667
32,"Dec 02, 2020",51667
33,"Dec 01, 2020",51667
34,"Nov 30, 2020",51667
35,"Nov 29, 2020",51569
36,"Nov 28, 2020",51379
37,"Nov 27, 2020",51225
38,"Nov 26, 2020",51225
39,"Nov 25, 2020",51225
40,"Nov 24, 2020",51184
41,"Nov 23, 2020",50941
42,"Nov 22, 2020",50874
43,"Nov 21, 2020",50717
44,"Nov 20, 2020",50631
45,"Nov 19, 2020",50631
46,"Nov 18, 2020",50457
47,"Nov 17, 2020",50376
48,"Nov 16, 2020",50376
49,"Nov 15, 2020",50123
50,"Nov 14, 2020",50018
51,"Nov 13, 2020",50018
52,"Nov 12, 2020",49957
53,"Nov 11, 2020",49302
54,"Nov 10, 2020",49302
55,"Nov 9, 2020",49202
56,"Nov 8, 2020",49102
57,"Nov 7, 2020",48904
58,"Nov 6, 2020",48788
59,"Nov 5, 2020",48788
60,"Nov 4, 2020",48643
61,"Nov 3, 2020",48200
62,"Nov 2, 2020",48200
63,"Nov 1, 2020",48124
64,"Oct 31, 2020",48055
65,"Oct 30, 2020",48055
66,"Oct 29, 2020",48055
67,"Oct 28, 2020",47775
68,"Oct 27, 2020",47775
69,"Oct 26, 2020",47775
70,"Oct 25, 2020",47690
71,"Oct 24, 2020",47690
72,"Oct 23, 2020",47601
73,"Oct 22, 2020",47538
74,"Oct 21, 2020",47461
75,"Oct 20, 2020",47461
76,"Oct 19, 2020",47372
77,"Oct 18, 2020",47310
78,"Oct 17, 2020",47232
79,"Oct 16, 2020",47173
80,"Oct 15, 2020",47173
81,"Oct 14, 2020",47126
82,"Oct 13, 2020",47126
83,"Oct 12, 2020",47030
84,"Oct 11, 2020",47005
85,"Oct 10, 2020",47005
86,"Oct 09, 2020",46987
87,"Oct 08, 2020",46947
88,"Oct 07, 2020",46829
89,"Oct 06, 2020",46829
90,"Oct 05, 2020",46829
91,"Oct 04, 2020",46829
