,Year,GDP per capita in U.S. dollars
0,2025*,35305.24
1,2024*,33785.37
2,2023*,32058.01
3,2022*,30432.81
4,2021*,28889.47
5,2020*,26910.23
6,2019,25873.37
7,2018,25780.41
8,2017,25061.62
9,2016,23070.73
10,2015,22752.99
11,2014,22638.92
12,2013,21887.99
13,2012,21269.61
14,2011,20911.64
15,2010,19261.67
16,2009,16959.78
17,2008,18102.95
18,2007,17780.93
19,2006,16984.54
20,2005,16503.31
21,2004,15360.72
22,2003,14094.37
23,2002,13715.53
24,2001,13408.38
25,2000,14876.88
26,1999,13768.27
27,1998,12787.26
28,1997,13968.1
29,1996,13597.25
30,1995,13706.01
31,1994,12108.75
32,1993,11200.81
33,1992,10725.7
34,1991,9092.11
35,1990,8178.15
36,1989,7577.05
37,1988,6337.5
38,1987,5325.22
39,1986,4010.11
40,1985,3295.11
