,Year,GDP per capita in U.S. dollars
0,2025,689.2
1,2024,658.44
2,2023,628.18
3,2022,599.06
4,2021,554.38
5,2020,514.85
6,2019,525.3
7,2018,528.48
8,2017,515.94
9,2016,476.23
10,2015,467.24
11,2014,452.81
12,2013,462.46
13,2012,444.96
14,2011,456.33
15,2010,414.15
16,2009,417.18
17,2008,472.38
18,2007,379.07
19,2006,292.99
20,2005,275.52
21,2004,245.67
22,2003,317.42
23,2002,262.74
24,2001,278.99
25,2000,246.28
26,1999,243.82
27,1998,252.76
28,1997,247.44
29,1996,287.77
30,1995,234.89
31,1994,228.3
32,1993,266.59
33,1992,244.67
34,1991,225.01
35,1990,266.88
36,1989,222.92
37,1988,224.54
38,1987,242.88
39,1986,317.45
40,1985,286.32
