,Year,GDP per capita in U.S. dollars
0,2024*,6552.33
1,2023*,6062.62
2,2022*,5785.16
3,2021*,5604.66
4,2020*,5503.08
5,2019*,5506.23
6,2018,5416.53
7,2017,5289.8
8,2016,5026.65
9,2015,4723.48
10,2014,5395.79
11,2013,5152.04
12,2012,5118.47
13,2011,7680.86
14,2010,6504.87
15,2009,5608.98
16,2008,5621.05
17,2007,4929.06
18,2006,3834.73
19,2005,3288.37
20,2004,2734.03
21,2003,2272.5
22,2002,1957.43
23,2001,5119.72
24,2000,5698.41
25,1999,4387.75
26,1998,3364.22
27,1997,3041.22
28,1996,2620.05
29,1995,1954.87
30,1994,1412.71
31,1993,1131.19
32,1992,872.34
33,1991,5417.51
34,1990,10556.09
35,1989,7128.94
36,1988,6137.68
37,1987,5465.15
38,1986,4222.51
39,1985,3776.61
40,1984,3495.22
