,Year,GDP per capita in U.S. dollars
0,2024*,12489.9
1,2023*,11901.69
2,2022*,11373.64
3,2021*,10635.82
4,2020*,9683.57
5,2019*,8957.89
6,2018,9405.32
7,2017,10551.14
8,2016,10817.39
9,2015,10914.89
10,2014,12022.18
11,2013,12395.37
12,2012,11552.69
13,2011,11140.95
14,2010,10475.57
15,2009,8881.76
16,2008,10691.76
17,2007,9562.94
18,2006,7898.99
19,2005,7277.94
20,2004,5952.83
21,2003,4642.9
22,2002,3589.39
23,2001,3053.28
24,2000,4218.86
25,1999,4019.0
26,1998,4387.31
27,1997,4220.6
28,1996,4095.58
29,1995,3877.1
30,1994,3024.16
31,1993,4259.48
32,1992,3817.29
33,1991,3686.18
34,1990,3735.77
35,1989,2707.19
36,1988,2335.49
37,1987,2259.89
38,1986,1982.41
39,1985,1833.86
40,1984,1667.26
