,Month,Number of deaths
0,"Dec 17, 2020",0
1,"Dec 16, 2020",10
2,"Dec 15, 2020",15
3,"Dec 14, 2020",11
4,"Dec 13, 2020",10
5,"Dec 12, 2020",8
6,"Dec 11, 2020",7
7,"Dec 10, 2020",7
8,"Dec 9, 2020",10
9,"Dec 8, 2020",7
10,"Dec 7, 2020",6
11,"Dec 6, 2020",9
12,"Dec 5, 2020",10
13,"Dec 4, 2020",7
14,"Dec 3, 2020",11
15,"Dec 2, 2020",6
16,"Dec 1, 2020",10
17,"Nov 30, 2020",7
18,"Nov 29, 2020",11
19,"Nov 28, 2020",6
20,"Nov 27, 2020",8
21,"Nov 26, 2020",4
22,"Nov 25, 2020",8
23,"Nov 24, 2020",6
24,"Nov 23, 2020",3
25,"Nov 22, 2020",6
26,"Nov 21, 2020",5
27,"Nov 20, 2020",4
28,"Nov 19, 2020",3
29,"Nov 18, 2020",5
30,"Nov 17, 2020",2
31,"Nov 16, 2020",4
32,"Nov 15, 2020",3
33,"Nov 14, 2020",5
34,"Nov 13, 2020",1
35,"Nov 12, 2020",1
36,"Nov 11, 2020",1
37,"Nov 10, 2020",2
38,"Nov 9, 2020",4
39,"Nov 8, 2020",4
40,"Nov 7, 2020",1
41,"Nov 6, 2020",4
42,"Nov 5, 2020",3
43,"Nov 4, 2020",5
44,"Nov 3, 2020",3
45,"Nov 2, 2020",4
46,"Nov 1, 2020",1
47,"Oct 31, 2020",2
48,"Oct 30, 2020",1
49,"Oct 29, 2020",2
50,"Oct 28, 2020",3
51,"Oct 27, 2020",2
52,"Oct 26, 2020",3
53,"Oct 25, 2020",3
54,"Oct 24, 2020",3
55,"Oct 23, 2020",5
56,"Oct 22, 2020",4
57,"Oct 21, 2020",4
58,"Oct 20, 2020",3
59,"Oct 19, 2020",1
60,"Oct 18, 2020",3
61,"Oct 17, 2020",5
62,"Oct 16, 2020",2
63,"Oct 15, 2020",0
64,"Oct 14, 2020",1
65,"Oct 13, 2020",1
66,"Oct 12, 2020",3
67,"Oct 11, 2020",2
68,"Oct 10, 2020",3
69,"Oct 9, 2020",1
70,"Oct 8, 2020",2
71,"Oct 7, 2020",1
72,"Oct 6, 2020",0
73,"Oct 5, 2020",2
74,"Oct 4, 2020",3
75,"Oct 3, 2020",3
76,"Oct 2, 2020",2
77,"Oct 1, 2020",2
78,"Sep 30, 2020",0
79,"Sep 29, 2020",1
80,"Sep 28, 2020",1
81,"Sep 27, 2020",0
82,"Sep 26, 2020",1
83,"Sep 25, 2020",1
84,"Sep 24, 2020",2
85,"Sep 23, 2020",1
86,"Sep 22, 2020",2
87,"Sep 21, 2020",1
88,"Sep 20, 2020",3
89,"Sep 19, 2020",3
90,"Sep 18, 2020",0
91,"Sep 17, 2020",0
92,"Sep 16, 2020",1
93,"Sep 15, 2020",1
94,"Sep 14, 2020",0
95,"Sep 13, 2020",2
96,"Sep 12, 2020",1
97,"Sep 11, 2020",1
98,"Sep 10, 2020",0
99,"Sep 9, 2020",1
100,"Sep 8, 2020",0
101,"Sep 7, 2020",0
102,"Sep 6, 2020",1
103,"Sep 5, 2020",0
104,"Sep 4, 2020",0
105,"Sep 3, 2020",1
106,"Sep 2, 2020",0
107,"Sep 1, 2020",0
108,"Aug 31, 2020",2
109,"Aug 30, 2020",0
110,"Aug 29, 2020",0
111,"Aug 28, 2020",0
112,"Aug 27, 2020",0
113,"Aug 26, 2020",0
114,"Aug 25, 2020",1
115,"Aug 24, 2020",0
116,"Aug 23, 2020",0
117,"Aug 22, 2020",1
118,"Aug 21, 2020",1
119,"Aug 20, 2020",0
120,"Aug 19, 2020",0
121,"Aug 18, 2020",0
122,"Aug 17, 2020",0
123,"Aug 16, 2020",0
124,"Aug 15, 2020",0
125,"Aug 14, 2020",0
126,"Aug 13, 2020",0
127,"Aug 12, 2020",0
128,"Aug 11, 2020",0
129,"Aug 10, 2020",1
130,"Aug 9, 2020",2
131,"Aug 8, 2020",1
132,"Aug 7, 2020",0
133,"Aug 6, 2020",0
134,"Aug 5, 2020",1
135,"Aug 4, 2020",0
136,"Aug 3, 2020",0
137,"Aug 2, 2020",0
138,"Aug 1, 2020",0
139,"Jul 31, 2020",1
140,"Jul 30, 2020",0
141,"Jul 29, 2020",1
142,"Jul 28, 2020",1
143,"Jul 27, 2020",0
144,"Jul 26, 2020",0
145,"Jul 25, 2020",0
146,"Jul 24, 2020",0
147,"Jul 23, 2020",0
148,"Jul 22, 2020",2
149,"Jul 21, 2020",0
150,"Jul 20, 2020",0
151,"Jul 19, 2020",0
152,"Jul 18, 2020",0
153,"Jul 17, 2020",1
154,"Jul 16, 2020",0
155,"Jul 15, 2020",0
156,"Jul 14, 2020",0
157,"Jul 13, 2020",0
158,"Jul 12, 2020",0
159,"Jul 11, 2020",0
160,"Jul 10, 2020",1
161,"Jul 09, 2020",0
162,"Jul 08, 2020",0
163,"Jul 07, 2020",0
164,"Jul 06, 2020",2
165,"Jul 05, 2020",0
166,"Jul 04, 2020",1
167,"Jul 03, 2020",0
168,"Jul 02, 2020",0
169,"Jul 01, 2020",0
170,"Jun 30, 2020",0
171,"Jun 29, 2020",0
172,"Jun 28, 2020",1
173,"Jun 27, 2020",0
174,"Jun 26, 2020",0
175,"Jun 25, 2020",1
176,"Jun 24, 2020",0
177,"Jun 23, 2020",1
178,"Jun 22, 2020",0
179,"Jun 21, 2020",0
180,"Jun 20, 2020",1
181,"Jun 19, 2020",1
182,"Jun 18, 2020",1
183,"Jun 17, 2020",1
184,"Jun 16, 2020",1
185,"Jun 15, 2020",0
186,"Jun 14, 2020",1
187,"Jun 13, 2020",0
188,"Jun 12, 2020",3
189,"Jun 11, 2020",1
190,"Jun 10, 2020",0
191,"Jun 09, 2020",0
192,"Jun 08, 2020",0
193,"Jun 07, 2020",2
194,"Jun 06, 2020",3
195,"Jun 05, 2020",2
196,"Jun 04, 2020",4
197,"Jun 03, 2020",1
198,"Jun 02, 2020",1
199,"Jun 01, 2020",3
200,"May 31, 2020",2
201,"May 30, 2020",4
202,"May 29, 2020",1
203,"May 28, 2020",0
204,"May 27, 2020",1
205,"May 26, 2020",3
206,"May 25, 2020",0
207,"May 24, 2020",1
208,"May 23, 2020",1
209,"May 22, 2020",1
210,"May 21, 2020",0
211,"May 20, 2020",5
212,"May 19, 2020",2
213,"May 18, 2020",3
214,"May 17, 2020",3
215,"May 16, 2020",3
216,"May 15, 2020",6
217,"May 14, 2020",0
218,"May 13, 2020",5
219,"May 12, 2020",7
220,"May 11, 2020",4
221,"May 10, 2020",5
222,"May 09, 2020",3
223,"May 08, 2020",4
224,"May 07, 2020",6
225,"May 06, 2020",6
226,"May 05, 2020",3
227,"May 04, 2020",7
228,"May 03, 2020",9
229,"May 02, 2020",8
230,"May 01, 2020",11
231,"Apr 30, 2020",9
232,"Apr 29, 2020",9
233,"Apr 28, 2020",10
234,"Apr 27, 2020",9
235,"Apr 26, 2020",5
236,"Apr 25, 2020",5
237,"Apr 24, 2020",6
238,"Apr 23, 2020",10
239,"Apr 22, 2020",14
240,"Apr 21, 2020",12
241,"Apr 20, 2020",7
242,"Apr 19, 2020",6
243,"Apr 18, 2020",10
244,"Apr 17, 2020",9
245,"Apr 16, 2020",12
246,"Apr 15, 2020",10
247,"Apr 14, 2020",12
248,"Apr 13, 2020",16
249,"Apr 12, 2020",11
250,"Apr 11, 2020",11
251,"Apr 10, 2020",16
252,"Apr 09, 2020",13
253,"Apr 08, 2020",15
254,"Apr 07, 2020",12
255,"Apr 06, 2020",17
256,"Apr 05, 2020",12
257,"Apr 04, 2020",15
258,"Apr 03, 2020",20
259,"Apr 02, 2020",18
260,"Apr 01, 2020",22
261,"Mar 31, 2020",15
262,"Mar 30, 2020",11
263,"Mar 29, 2020",8
264,"Mar 28, 2020",9
265,"Mar 27, 2020",12
266,"Mar 26, 2020",12
267,"Mar 25, 2020",6
268,"Mar 24, 2020",6
269,"Mar 23, 2020",6
270,"Mar 22, 2020",3
271,"Mar 21, 2020",3
272,"Mar 20, 2020",4
273,"Mar 19, 2020",5
274,"Mar 18, 2020",4
275,"Mar 17, 2020",1
276,"Mar 16, 2020",1
277,"Mar 15, 2020",2
278,"Mar 14, 2020",1
279,"Mar 13, 2020",0
280,"Mar 12, 2020",0
281,"Mar 11, 2020",1
