,Year,GDP per capita in U.S. dollars
0,2025*,2593.33
1,2024*,2465.97
2,2023*,2347.26
3,2022*,2234.37
4,2021*,2122.08
5,2020*,2075.22
6,2019,2004.42
7,2018,1888.2
8,2017,1737.8
9,2016,1561.86
10,2015,1483.48
11,2014,1431.32
12,2013,1318.79
13,2012,1238.88
14,2011,1054.98
15,2010,1038.95
16,2009,982.0
17,2008,978.45
18,2007,895.23
19,2006,743.44
20,2005,621.28
21,2004,549.16
22,2003,524.74
23,2002,474.0
24,2001,479.6
25,2000,479.3
26,1999,500.11
27,1998,564.74
28,1997,507.78
29,1996,516.17
30,1995,468.0
31,1994,380.18
32,1993,326.99
33,1992,484.7
34,1991,506.8
35,1990,552.68
36,1989,546.95
37,1988,570.52
38,1987,569.04
39,1986,536.79
40,1985,467.4
