,Month,Number of cases
0,Aug 24,5214
1,Aug 23,5214
2,Aug 22,5214
3,Aug 21,5214
4,Aug 20,5214
5,Aug 19,5214
6,Aug 18,5214
7,Aug 17,5214
8,Aug 16,5214
9,Aug 15,5214
10,Aug 14,5214
11,Aug 13,5214
12,Aug 12,5214
13,Aug 11,5214
14,Aug 10,5214
15,Aug 9,5214
16,Aug 8,5214
17,Aug 7,5214
18,Aug 6,5214
19,Aug 5,5214
20,Aug 4,5214
21,Aug 3,5214
22,Aug 2,5214
23,Aug 1,5214
24,July 31,5214
25,July 30,5214
26,July 29,5214
27,July 28,5214
28,July 27,5214
29,July 26,5214
30,July 25,5214
31,July 24,5214
32,July 23,5214
33,July 22,5214
34,July 21,5213
35,July 20,5213
36,July 19,5213
37,July 18,5213
38,July 17,5213
39,July 16,5213
40,July 15,5213
41,July 14,5213
42,July 13,5213
43,July 12,5213
44,July 11,5213
45,July 10,5213
46,July 9,5213
47,July 8,5213
48,July 7,5213
49,July 6,5213
50,July 5,5213
51,July 4,5213
52,July 3,5213
53,July 2,5213
54,July 1,5213
55,June  30,5213
56,June  29,5213
57,June  28,5213
58,June  27,5213
59,June  26,5213
60,June 25,5213
61,June  24,5213
62,June  23,5213
63,June  22,5213
64,June  21,5213
65,June  20,5213
66,June  19,5213
67,June  18,5213
68,June  17,5213
69,June  16,5213
70,June  15,5213
71,June  14,5213
72,June  13,5213
73,June  12,5213
74,June  11,5213
75,June  10,5213
76,June 9,5213
77,June 8,5213
78,June 7,5213
79,June 6,5213
80,June 5,5213
81,June 4,5213
82,June 3,5213
83,June 2,5213
84,June 1,5212
85,May 31,5212
86,May 30,5212
87,May 29,5212
88,May 28,5212
89,May 27,5212
90,May 26,5212
91,May 25,5212
92,May 24,5212
93,May 23,5212
94,May 22,5212
95,May 21,5212
96,May 20,5212
97,May 19,5212
98,May 18,5212
99,May 17,5212
100,May 16,5212
101,May 15,5212
102,May 14,5212
103,May 13,5212
104,May 12,5212
105,May 11,5212
106,May 10,5212
107,May 9,5212
108,May 8,5212
109,May 7,5212
110,May 6,5212
111,May 5,5212
112,May 4,5212
113,May 3,5212
114,May 2,5212
115,May 1,5212
116,Apr 30,5212
117,Apr 29,5212
118,Apr 28,5212
119,Apr 27,5212
120,Apr 26,5212
121,Apr 25,5212
122,Apr 24,5212
123,Apr 23,5212
124,Apr 22,5212
125,Apr 21,5212
126,Apr 20,5212
127,Apr 19,5212
128,Apr 18,5212
129,Apr 17,5211
130,Apr 16,5211
131,Apr 15,5211
132,Apr 14,5211
133,Apr 13,5210
134,Apr 12,5210
135,Apr 11,5210
136,Apr 10,5210
137,Apr 9,5210
138,Apr 8,5209
139,Apr 7,5209
140,Apr 6,5208
141,Apr 5,5208
142,Apr 4,5178
143,Apr 3,5176
144,Apr 2,5175
145,Apr 1,5162
146,Mar 31,5162
147,Mar 30,5161
148,Mar 29,5089
149,Mar 28,5089
150,Mar 27,5079
151,Mar 26,5079
152,Mar 25,5080
153,Mar 24,5066
154,Mar 23,5054
155,Mar 22,5051
156,Mar 21,5037
157,Mar 20,5029
158,Mar 19,5028
159,Mar 18,5016
160,Mar 17,5016
161,Mar 16,5011
162,Mar 15,5006
163,Mar 14,5013
164,Mar 13,4780
165,Mar 12,4759
166,Mar 11,4723
167,Mar 10,4710
168,Mar 9,4617
169,Mar 8,4482
170,Mar 7,4297
171,Mar 6,3917
172,Mar 5,3452
173,Mar 4,2992
174,Mar 3,2698
175,Mar 2,2418
176,Mar 1,2113
177,Feb 29,1557
178,Feb 28,840
179,Feb 27,731
180,Feb 26,597
181,Feb 25,501
182,Feb 24,456
183,Feb 23,309
184,Feb 22,169
185,Feb 21,44
186,Feb 18,1
