,Year,GDP per capita in U.S. dollars
0,2024*,12992.77
1,2023*,12048.58
2,2022*,11007.94
3,2021*,10291.5
4,2020*,9672.0
5,2019*,9139.11
6,2018,9401.21
7,2017,8970.88
8,2016,7662.01
9,2015,10435.17
10,2014,12713.56
11,2013,13789.25
12,2012,12300.48
13,2011,11553.13
14,2010,9005.26
15,2009,7116.5
16,2008,8349.29
17,2007,6733.45
18,2006,5261.03
19,2005,3753.44
20,2004,2862.5
21,2003,2062.29
22,2002,1657.15
23,2001,1491.65
24,2000,1230.49
25,1999,1132.13
26,1998,1445.9
27,1997,1457.03
28,1996,1349.6
29,1995,1058.58
30,1994,737.24
