,Year,GDP per capita in U.S. dollars
0,2024*,13314.54
1,2023*,12728.11
2,2022*,12183.61
3,2021*,11704.55
4,2020*,1305.12
5,2019*,11162.65
6,2018,11289.44
7,2017,10750.81
8,2016,8722.89
9,2015,9261.68
10,2014,14069.1
11,2013,15942.14
12,2012,15358.09
13,2011,14271.68
14,2010,11406.19
15,2009,9149.11
16,2008,12429.09
17,2007,9721.86
18,2006,7395.82
19,2005,5693.94
20,2004,4392.86
21,2003,3186.72
22,2002,2547.87
23,2001,2251.27
24,2000,1899.41
25,1999,1427.75
26,1998,1969.2
27,1997,2934.36
28,1996,2833.11
29,1995,2263.51
30,1994,1997.53
