,Year,GDP per capita in U.S. dollars
0,2025*,63622.0
1,2024*,61640.4
2,2023*,59655.97
3,2022*,57381.16
4,2021*,54816.9
5,2020*,48461.48
6,2019,48809.55
7,2018,50074.88
8,2017,46361.7
9,2016,43865.76
10,2015,42867.09
11,2014,50087.91
12,2013,49766.13
13,2012,47553.4
14,2011,50960.18
15,2010,46391.71
16,2009,47337.94
17,2008,53785.14
18,2007,48463.31
19,2006,41238.71
20,2005,39103.0
21,2004,37736.55
22,2003,32915.02
23,2002,26946.52
24,2001,24963.42
25,2000,24342.6
26,1999,26242.13
27,1998,26054.15
28,1997,24744.56
29,1996,25827.21
30,1995,26349.39
31,1994,20433.66
32,1993,17669.83
33,1992,22514.81
34,1991,25665.17
35,1990,28505.54
36,1989,24040.64
37,1988,22122.56
38,1987,18632.08
39,1986,14998.34
40,1985,11488.75
