,Year,GDP per capita in U.S. dollars
0,2025*,19404.41
1,2024*,18255.48
2,2023*,17054.87
3,2022*,15807.09
4,2021*,14193.98
5,2020*,12464.37
6,2019*,15504.71
7,2018*,14552.21
8,2017*,13150.46
9,2016*,12348.71
10,2015*,11781.03
11,2014,10787.47
12,2013,9766.15
13,2012,8719.53
14,2011,8078.26
15,2010,8086.67
16,2009,7450.78
17,2008,7337.93
18,2007,6128.46
19,2006,5268.78
20,2005,3960.43
21,2004,4238.04
22,2003,3690.79
23,2002,2952.22
24,2001,2780.45
25,2000,2967.25
26,1999,2842.66
27,1998,2658.8
28,1997,2553.95
29,1996,2107.61
30,1995,1903.13
31,1994,1591.14
32,1993,1479.45
33,1992,1343.01
34,1991,1184.66
35,1990,1091.55
36,1989,987.81
37,1988,897.93
38,1987,769.82
39,1986,835.64
40,1985,737.78
