,Year,GDP per capita in U.S. dollars
0,2024*,27920.05
1,2023*,26788.05
2,2022*,25744.8
3,2021*,24727.89
4,2020*,23731.13
5,2019*,23030.79
6,2018,23437.39
7,2017,21482.86
8,2016,19986.36
9,2015,19252.01
10,2014,22109.32
11,2013,21625.48
12,2012,20588.87
13,2011,23217.34
14,2010,22580.68
15,2009,23122.56
16,2008,24933.17
17,2007,22811.57
18,2006,19837.97
19,2005,18815.44
20,2004,18064.47
21,2003,15799.89
22,2002,12922.15
23,2001,11737.17
24,2000,11533.83
25,1999,12490.93
26,1998,12220.18
27,1997,11597.7
28,1996,12187.56
29,1995,11788.47
30,1994,9978.59
31,1993,9548.58
32,1992,10864.55
33,1991,9027.18
34,1990,7958.02
35,1989,5978.16
36,1988,5533.16
37,1987,4724.91
38,1986,3774.95
39,1985,2716.91
40,1984,2596.33
