,Year,GDP per capita in U.S. dollars
0,2025*,4049.43
1,2024*,3850.18
2,2023*,3660.74
3,2022*,3464.27
4,2021*,3275.14
5,2020*,3074.33
6,2019*,3103.02
7,2018,2872.07
8,2017,2696.36
9,2016,2622.86
10,2015,2516.86
11,2014,2357.8
12,2013,2235.73
13,2012,2137.6
14,2011,2011.15
15,2010,1833.85
16,2009,1741.3
17,2008,1734.62
18,2007,1536.89
19,2006,1433.16
20,2005,1358.03
21,2004,1312.14
22,2003,1270.62
23,2002,1240.88
24,2001,1235.66
25,2000,1222.76
26,1999,1222.45
27,1998,1195.41
28,1997,1201.18
29,1996,1213.52
30,1995,1256.89
