,Month,Number of cases
0,"Jan 07, 2021",152254
1,"Jan 06, 2021",149881
2,"Jan 05, 2021",147061
3,"Jan 04, 2021",144796
4,"Jan 03, 2021",143544
5,"Jan 02, 2021",141979
6,"Jan 01, 2021",140557
7,"Dec 31, 2020",139140
8,"Dec 30, 2020",137216
9,"Dec 29, 2020",134802
10,"Dec 28, 2020",133204
11,"Dec 27, 2020",131592
12,"Dec 26, 2020",130230
13,"Dec 25, 2020",128578
14,"Dec 24, 2020",126752
15,"Dec 23, 2020",125000
16,"Dec 22, 2020",123323
17,"Dec 21, 2020",121718
18,"Dec 20, 2020",120687
19,"Dec 19, 2020",119151
20,"Dec 18, 2020",117582
21,"Dec 17, 2020",115966
22,"Dec 16, 2020",114547
23,"Dec 15, 2020",113241
24,"Dec 14, 2020",111361
25,"Dec 13, 2020",111361
26,"Dec 12, 2020",110393
27,"Dec 11, 2020",109104
28,"Dec 10, 2020",107814
29,"Dec 09, 2020",106856
30,"Dec 08, 2020",105445
31,"Dec 07, 2020",104329
32,"Dec 06, 2020",104002
33,"Dec 05, 2020",102991
34,"Dec 04, 2020",101900
35,"Dec 03, 2020",99280
36,"Dec 02, 2020",99280
37,"Dec 01, 2020",96769
38,"Nov 30, 2020",96769
39,"Nov 29, 2020",96251
40,"Nov 28, 2020",94980
41,"Nov 27, 2020",93770
42,"Nov 26, 2020",92475
43,"Nov 25, 2020",91307
44,"Nov 24, 2020",90213
45,"Nov 23, 2020",89196
46,"Nov 22, 2020",88711
47,"Nov 21, 2020",87471
48,"Nov 20, 2020",86265
49,"Nov 19, 2020",83772
50,"Nov 18, 2020",83772
51,"Nov 17, 2020",81723
52,"Nov 16, 2020",81003
53,"Nov 15, 2020",80404
54,"Nov 14, 2020",79339
55,"Nov 13, 2020",77668
56,"Nov 12, 2020",76106
57,"Nov 11, 2020",74552
58,"Nov 10, 2020",72993
59,"Nov 9, 2020",71569
60,"Nov 8, 2020",71119
61,"Nov 7, 2020",69543
62,"Nov 6, 2020",66334
63,"Nov 5, 2020",66334
64,"Nov 4, 2020",64363
65,"Nov 3, 2020",63126
66,"Nov 2, 2020",61906
67,"Nov 1, 2020",61115
68,"Oct 31, 2020",59813
69,"Oct 30, 2020",58029
70,"Oct 29, 2020",54278
71,"Oct 28, 2020",54278
72,"Oct 27, 2020",52399
73,"Oct 26, 2020",52399
74,"Oct 25, 2020",48799
75,"Oct 24, 2020",48799
76,"Oct 23, 2020",47214
77,"Oct 22, 2020",45892
78,"Oct 21, 2020",45892
79,"Oct 20, 2020",44450
80,"Oct 19, 2020",42727
81,"Oct 18, 2020",40542
82,"Oct 17, 2020",40542
83,"Oct 16, 2020",34790
