,Month,Number of cases
0,"Nov 26, 2020",34748
1,"Nov 25, 2020",34268
2,"Nov 24, 2020",33717
3,"Nov 23, 2020",33183
4,"Nov 22, 2020",32765
5,"Nov 21, 2020",32352
6,"Nov 20, 2020",32014
7,"Nov 19, 2020",31441
8,"Nov 18, 2020",30770
9,"Nov 17, 2020",30114
10,"Nov 16, 2020",29514
11,"Nov 15, 2020",28966
12,"Nov 14, 2020",28434
13,"Nov 13, 2020",27916
14,"Nov 12, 2020",27228
15,"Nov 11, 2020",26511
16,"Nov 10, 2020",25887
17,"Nov 9, 2020",25325
18,"Nov 8, 2020",24732
19,"Nov 7, 2020",24243
20,"Nov 6, 2020",23835
21,"Nov 5, 2020",23229
22,"Nov 4, 2020",22578
23,"Nov 3, 2020",21956
24,"Nov 2, 2020",21339
25,"Nov 1, 2020",20635
26,"Oct 31, 2020",20331
27,"Oct 30, 2020",20062
28,"Oct 29, 2020",19564
29,"Oct 28, 2020",19069
30,"Oct 27, 2020",18666
31,"Oct 26, 2020",18342
32,"Oct 25, 2020",18108
33,"Oct 24, 2020",17889
34,"Oct 23, 2020",17531
35,"Oct 22, 2020",17246
36,"Oct 21, 2020",17025
37,"Oct 20, 2020",16837
38,"Oct 19, 2020",16618
39,"Oct 18, 2020",16525
40,"Oct 17, 2020",16437
41,"Oct 16, 2020",16300
42,"Oct 15, 2020",16159
43,"Oct 14, 2020",15997
44,"Oct 13, 2020",15842
45,"Oct 12, 2020",15677
46,"Oct 11, 2020",15598
47,"Oct 10, 2020",15533
48,"Oct 9, 2020",15392
49,"Oct 8, 2020",15224
50,"Oct 7, 2020",15024
51,"Oct 6, 2020",14826
52,"Oct 5, 2020",14619
53,"Oct 4, 2020",14531
54,"Oct 3, 2020",14421
55,"Oct 2, 2020",14287
56,"Oct 1, 2020",14156
57,"Sep 30, 2020",14038
58,"Sep 29, 2020",13928
59,"Sep 28, 2020",13804
60,"Sep 27, 2020",13750
61,"Sep 26, 2020",13688
62,"Sep 25, 2020",13558
63,"Sep 24, 2020",13425
64,"Sep 23, 2020",13282
65,"Sep 22, 2020",13181
66,"Sep 21, 2020",13018
67,"Sep 20, 2020",12941
68,"Sep 19, 2020",12883
69,"Sep 18, 2020",12789
70,"Sep 17, 2020",12673
71,"Sep 16, 2020",12536
72,"Sep 15, 2020",12404
73,"Sep 14, 2020",12301
74,"Sep 13, 2020",12223
75,"Sep 12, 2020",12156
