,Month,Number of cases
0,Apr 2,74
1,Apr 1,2
2,Mar 31,52
3,Mar 30,16
4,Mar 29,23
5,Mar 28,10
6,Mar 27,8
7,Mar 26,39
8,Mar 25,27
9,Mar 24,15
10,Mar 23,43
11,Mar 22,29
12,Mar 21,20
13,Mar 20,7
14,Mar 19,22
15,Mar 18,28
16,Mar 17,14
17,Mar 16,0
18,Mar 15,4
19,Mar 14,15
20,Mar 13,0
21,Mar 12,0
22,Mar 11,85
23,Mar 10,15
24,Mar 9,10
25,Mar 8,0
26,Mar 7,25
27,Mar 6,5
28,Mar 5,3
29,Mar 4,3
30,Mar 3,0
31,Mar 2,2
32,Mar 1,6
33,Feb 29,5
34,Feb 28,3
35,Feb 27,0
36,Feb 26,10
37,Feb 25,22
38,Feb 24,1
39,Feb 23,0
40,Feb 22,0
41,Feb 21,0
42,Feb 20,0
43,Feb 19,0
44,Feb 18,0
45,Feb 17,0
46,Feb 16,0
47,Feb 15,0
48,Feb 14,0
49,Feb 13,-
50,Feb 12,0
51,Feb 11,0
52,Feb 10,0
53,Feb 9,0
54,Feb 8,0
55,Feb 7,0
56,Feb 6,0
57,Feb 5,0
58,Feb 4,0
59,Feb 3,0
60,Feb 2,0
61,Feb 1,0
62,Jan 31,0
63,Jan 30,0
64,Jan 29,0
65,Jan 28,0
66,Jan 27,0
67,Jan 26,0
68,Jan 25,0
69,Jan 24,0
70,Jan 23,0
71,Jan 22,0
