,Year,GDP per capita in U.S. dollars
0,2025*,21016.59
1,2024*,20153.53
2,2023*,19325.91
3,2022*,18532.27
4,2021*,17471.58
5,2020*,16082.47
6,2019,18139.48
7,2018,17758.08
8,2017,17423.25
9,2016,16947.63
10,2015,16589.45
11,2014,16572.31
12,2013,16556.1
13,2012,16371.95
14,2011,16599.01
15,2010,16203.26
16,2009,16036.4
17,2008,17254.23
18,2007,16925.61
19,2006,15334.01
20,2005,13939.67
21,2004,12612.21
22,2003,11788.65
23,2002,11442.56
24,2001,11284.37
25,2000,11337.03
26,1999,11039.1
27,1998,10573.11
28,1997,9412.37
29,1996,8938.57
30,1995,8414.12
31,1994,8194.38
32,1993,7886.78
33,1992,7464.87
34,1991,7777.87
35,1990,7772.17
36,1989,7776.71
37,1988,7052.01
38,1987,6653.72
39,1986,6062.78
40,1985,5539.56
