,Year,GDP per capita in U.S. dollars
0,2024*,62108.69
1,2023*,59106.56
2,2022*,56436.49
3,2021*,53960.65
4,2020*,51892.08
5,2019*,51241.91
6,2018,54356.07
7,2017,53412.28
8,2016,51599.45
9,2015,51126.77
10,2014,59528.9
11,2013,60069.35
12,2012,56978.61
13,2011,59454.4
14,2010,51925.6
15,2009,46047.31
16,2008,55592.67
17,2007,53185.65
18,2006,46145.74
19,2005,43048.11
20,2004,42407.83
21,2003,36936.66
22,2002,29566.18
23,2001,26970.43
24,2000,29287.8
25,1999,30601.86
26,1998,30180.21
27,1997,29932.76
28,1996,32614.25
29,1995,29911.82
30,1994,25672.07
31,1993,24034.57
32,1992,32142.44
33,1991,31075.22
34,1990,29792.96
35,1989,24985.75
36,1988,23951.92
37,1987,21282.67
38,1986,17574.09
39,1985,13345.57
40,1984,12780.66
