,Year,GDP per capita in U.S. dollars
0,2025*,19839.74
1,2024*,18581.43
2,2023*,17368.8
3,2022*,16130.32
4,2021*,14916.09
5,2020*,12813.11
6,2019,12887.06
7,2018,12371.66
8,2017,10776.67
9,2016,9538.93
10,2015,8950.46
11,2014,10004.88
12,2013,9537.82
13,2012,8518.92
14,2011,9081.72
15,2010,8190.57
16,2009,8517.6
17,2008,10385.85
18,2007,8262.41
19,2006,5811.44
20,2005,4662.67
21,2004,3541.52
22,2003,2768.12
23,2002,2118.57
24,2001,1817.05
25,2000,1669.98
26,1999,1611.13
27,1998,1897.42
28,1997,1581.75
29,1996,1575.5
30,1995,1573.13
31,1994,1325.48
32,1993,1154.67
33,1992,853.11
34,1991,1249.01
35,1990,1652.37
36,1989,2329.57
37,1988,2609.66
38,1987,2534.07
39,1986,2278.87
40,1985,2115.46
