,Month,Units sold
0,Dec 19,708
1,Nov 19,157
2,Oct 19,88
3,Sep 19,526
4,Aug 19,52
5,Jul 19,103
6,Jun 19,244
7,May 19,138
8,Apr 19,101
9,Mar 19,632
10,Feb 19,74
11,Jan 19,174
12,Dec 18,193
13,Nov 18,145
14,Oct 18,135
15,Sep 18,829
16,Aug 18,100
17,Jul 18,112
18,Jun 18,265
19,May 18,231
20,Apr 18,153
21,Mar 18,761
22,Feb 18,62
23,Jan 18,155
24,Dec 17,246
25,Nov 17,216
26,Oct 17,99
27,Sep 17,510
28,Aug 17,44
29,Jul 17,152
30,Jun 17,202
31,May 17,155
32,Apr 17,123
33,Mar 17,706
34,Feb 17,48
35,Jan 17,178
36,Dec 16,330
37,Nov 16,219
38,Oct 16,256
39,Sep 16,762
40,Aug 16,69
41,Jul 16,148
